timestamp,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,magnetometer_x,magnetometer_y,magnetometer_z,mac_e4_5e_1b_ad_00_24_RSSI,mac_e4_5e_1b_ad_00_24_distance,mac_28_bd_89_ca_2d_a3_RSSI,mac_28_bd_89_ca_2d_a3_distance,mac_cc_f4_11_44_d8_b8_RSSI,mac_cc_f4_11_44_d8_b8_distance,mac_28_bd_89_ed_c9_6d_RSSI,mac_28_bd_89_ed_c9_6d_distance,mac_cc_f4_11_36_64_98_RSSI,mac_cc_f4_11_36_64_98_distance,mac_28_bd_89_f3_a5_77_RSSI,mac_28_bd_89_f3_a5_77_distance,time_diff,cumulative_ratio,x_coord,y_coord
1970-01-01 00:28:36.988548565,2.998540163040161,-0.0197626985609531,10.449077606201172,1.117727756500244,0.5842970609664917,0.0193079020828008,6.962500095367432,-22.287500381469727,-30.512500762939453,0.0,-1.0,0.0,-1.0,-55.0,4110.0,0.0,-1.0,0.0,-1.0,-91.0,9462.0,8.4e-08,0.0843487519223944,29.978256240388028,7.72
1970-01-01 00:28:36.988548602,1.6798293590545654,0.1227682754397392,9.719654083251951,0.1348889917135238,0.533164381980896,-0.187619537115097,7.625,-23.27499961853028,-28.9375,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,3.7e-08,0.0887258961315509,29.956370519342244,7.72
1970-01-01 00:28:36.988548682,1.4265074729919434,-0.8815361261367798,10.220908164978027,-0.146740049123764,0.4290348887443542,0.0621847584843635,9.449999809265137,-23.17500114440918,-28.200000762939453,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,8e-08,0.0981899917189163,29.90905004140542,7.72
1970-01-01 00:28:36.988548771,0.7737395763397217,-0.239547848701477,9.091440200805664,0.3756385445594787,0.2600574493408203,0.4430164694786072,9.987500190734863,-22.6875,-27.96249961853028,0.0,-1.0,0.0,-1.0,-71.0,2528.0,0.0,-1.0,0.0,-1.0,-94.0,8651.0,8.9e-08,0.1087187980598603,29.85640600970069,7.72
1970-01-01 00:28:36.988548808,0.3904629945755005,1.0659879446029663,9.177078247070312,0.6503433585166931,-0.6114612817764282,0.4344943463802337,9.90000057220459,-23.450000762939453,-26.61250114440918,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,3.7e-08,0.1130959422690169,29.834520288654915,7.72
1970-01-01 00:28:36.988548883,2.112812042236328,0.3455477654933929,10.106523513793944,0.8199865818023682,-0.7824360728263855,-0.0235689561814069,8.33750057220459,-24.39999961853028,-26.23750114440918,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,7.5e-08,0.1219685318821719,29.79015734058914,7.72
1970-01-01 00:28:36.988548974,1.143841028213501,0.1233671456575393,9.21360969543457,-0.1348889917135238,0.3042658865451813,0.1841574311256408,7.599999904632568,-25.412500381469727,-25.48750114440918,0.0,-1.0,0.0,-1.0,-55.0,3729.0,0.0,-1.0,0.0,-1.0,-88.0,11142.0,9.1e-08,0.1327339406128001,29.736330296936,7.72
1970-01-01 00:28:36.988549043,1.683422565460205,1.7043830156326294,8.947710990905762,0.0049268435686826,-0.119309514760971,0.4382227957248688,7.1875,-25.137500762939453,-26.350000381469727,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,6.9e-08,0.1408967230569028,29.69551638471549,7.72
1970-01-01 00:28:36.988549088,2.33858585357666,2.056518316268921,9.446569442749023,0.0070573706179857,-0.0605868622660636,0.2330264002084732,7.050000190734863,-26.075000762939453,-26.912500381469727,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,4.5e-08,0.1462202768247958,29.66889861587602,7.72
1970-01-01 00:28:36.988549187,2.424823045730591,2.080473184585572,9.843021392822266,0.2988064289093017,-0.0214384291321039,-0.0693752840161323,7.362500190734863,-26.83749961853028,-26.5,0.0,-1.0,0.0,-1.0,-56.0,3319.0,0.0,-1.0,0.0,-1.0,-85.0,10761.0,9.9e-08,0.1579320951141606,29.6103395244292,7.72
1970-01-01 00:28:36.988549243,2.181682109832764,1.693603277206421,9.551371574401855,0.0197073742747306,0.1510011106729507,-0.2784332633018493,8.1875,-26.61250114440918,-26.075000762939453,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,5.6e-08,0.1645569620253164,29.577215189873417,7.72
1970-01-01 00:28:36.988549300,1.939738750457764,0.901897668838501,10.231088638305664,-0.1307611018419265,0.2724411487579345,-0.1717737466096878,9.425000190734863,-26.05000114440918,-26.67500114440918,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,5.7e-08,0.1713001301313143,29.543499349343428,7.72
1970-01-01 00:28:36.988549388,1.6235356330871582,0.2108021080493927,9.674738883972168,-0.7732481360435486,0.5095954537391663,0.0800279229879379,10.612500190734863,-25.700000762939453,-28.0,0.0,-1.0,0.0,-1.0,-54.0,3144.0,0.0,-1.0,0.0,-1.0,-85.0,12313.0,8.8e-08,0.1817106352774162,29.49144682361292,7.72
1970-01-01 00:28:36.988549443,2.36613392829895,-0.7869147062301636,10.913800239562988,-0.4408859312534332,0.0595216006040573,0.1487374156713485,11.050000190734863,-25.325000762939453,-28.33749961853028,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,5.5e-08,0.18821720099373,29.45891399503135,7.72
1970-01-01 00:28:36.988549483,2.5110604763031006,0.0724632292985916,9.333982467651367,0.3066627383232116,0.258060097694397,0.0125168468803167,11.71250057220459,-24.89999961853028,-28.33749961853028,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,4e-08,0.1929492487874127,29.43525375606293,7.72
1970-01-01 00:28:36.988549582,2.415840148925781,0.1036044433712959,8.744694709777832,-0.4177164733409881,0.0980042442679405,-0.4861596524715423,12.949999809265137,-24.375,-28.46249961853028,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,9.9e-08,0.2046610670767774,29.37669466461611,7.72
1970-01-01 00:28:36.988549641,1.2965527772903442,-0.435378223657608,9.861586570739746,-0.1592568904161453,0.1663142740726471,-0.2623211443424225,13.71250057220459,-23.450000762939453,-28.4375,0.0,-1.0,0.0,-1.0,-59.0,2968.0,0.0,-1.0,0.0,-1.0,-84.0,6308.0,5.9e-08,0.2116408375724594,29.3417958121377,7.72
1970-01-01 00:28:36.988549745,1.2947561740875244,1.0354455709457395,9.12018585205078,-0.032091062515974,0.2125200778245926,-0.202133759856224,14.58750057220459,-23.27499961853028,-28.450000762939453,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.04e-07,0.2239441618360345,29.280279190819822,7.72
1970-01-01 00:28:36.988549803,0.7192424535751343,0.6904966831207275,9.848411560058594,-0.0720384493470192,0.2355563938617706,-0.3396859169006347,15.58750057220459,-23.350000381469727,-29.387500762939453,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,5.8e-08,0.2308056311368744,29.245971844315623,7.72
1970-01-01 00:28:36.988549898,1.0438297986984253,0.8042819499969482,10.372422218322754,0.0773647651076316,0.0290284305810928,-0.0304931681603193,15.887499809265137,-23.73750114440918,-28.64999961853028,0.0,-1.0,0.0,-1.0,-52.0,3144.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,9.5e-08,0.2420442446468708,29.18977877676564,7.72
1970-01-01 00:28:36.988549962,1.006699800491333,-0.3341692686080932,11.633641242980955,-0.0668452829122543,0.1545963734388351,-0.031691588461399,16.48750114440918,-23.27499961853028,-29.17500114440918,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,6.4e-08,0.2496155211167632,29.151922394416182,7.72
1970-01-01 00:28:36.988550048,0.3138076961040497,-1.0492196083068848,10.910805702209473,-0.0242347456514835,-0.1042626649141311,0.323041170835495,16.350000381469727,-24.30000114440918,-27.86250114440918,0.0,-1.0,0.0,-1.0,-58.0,2059.0,0.0,-1.0,0.0,-1.0,-84.0,7099.0,8.6e-08,0.2597894238731811,29.101052880634093,7.72
1970-01-01 00:28:36.988550126,0.4647228419780731,1.836733222007752,7.210989475250244,0.6451502442359924,0.0091878976672887,0.7536739706993103,15.0625,-25.4375,-27.100000381469727,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,7.8e-08,0.2690169170708624,29.054915414645688,7.72
1970-01-01 00:28:36.988550202,0.6258187890052795,0.0251525249332189,11.138376235961914,0.1608547866344452,-0.6669881343841553,0.2142511308193206,14.225000381469728,-26.0,-28.3125,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,7.6e-08,0.2780078078788595,29.0099609606057,7.72
1970-01-01 00:28:36.988550281,-0.0185649581253528,-0.4988583922386169,10.19216251373291,-0.4101264476776123,-0.0529968589544296,-0.0696416050195694,14.125,-25.825000762939453,-28.83749961853028,0.0,-1.0,0.0,-1.0,-50.0,2294.0,0.0,-1.0,0.0,-1.0,-85.0,5985.0,7.9e-08,0.2873536022713829,28.963231988643084,7.72
1970-01-01 00:28:36.988550322,0.6629486680030823,0.7653554081916809,8.56982421875,0.1187768802046775,0.3351585268974304,0.2777674496173858,14.012499809265137,-26.39999961853028,-28.48750114440918,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,4.1e-08,0.2922039512599077,28.93898024370046,7.72
1970-01-01 00:28:36.988550405,1.4804056882858276,1.4318972826004028,9.317214012145996,0.0142478998750448,-0.0687095001339912,0.5053343772888184,13.375,-26.9375,-28.80000114440918,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,8.3e-08,0.3020229504317993,28.889885247841,7.72
1970-01-01 00:28:36.988550483,1.4696260690689087,1.5684396028518677,9.601676940917969,0.1261005699634552,-0.3616569638252258,-0.0836231857538223,13.0,-27.48750114440918,-29.412500381469727,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,7.8e-08,0.3112504436294806,28.8437477818526,7.72
1970-01-01 00:28:36.988550567,1.3133211135864258,0.2401467263698578,10.469438552856444,-0.273905873298645,-0.1786979585886001,-0.2464753538370132,12.9375,-28.46249961853028,-30.27499961853028,0.0,-1.0,0.0,-1.0,-51.0,2089.0,0.0,-1.0,0.0,-1.0,-81.0,6337.0,8.4e-08,0.3211877439962143,28.794061280018926,7.72
