timestamp,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,magnetometer_x,magnetometer_y,magnetometer_z,mac_e4_5e_1b_ad_00_24_RSSI,mac_e4_5e_1b_ad_00_24_distance,mac_28_bd_89_ca_2d_a3_RSSI,mac_28_bd_89_ca_2d_a3_distance,mac_cc_f4_11_44_d8_b8_RSSI,mac_cc_f4_11_44_d8_b8_distance,mac_28_bd_89_ed_c9_6d_RSSI,mac_28_bd_89_ed_c9_6d_distance,mac_cc_f4_11_36_64_98_RSSI,mac_cc_f4_11_36_64_98_distance,mac_28_bd_89_f3_a5_77_RSSI,mac_28_bd_89_f3_a5_77_distance
1751962676494,-1.1581261157989502,2.4119651317596436,9.507881164550781,-0.2919933497905731,-0.0154243353754282,-0.03558287397027016,13.125000953674316,1.256250023841858,-34.5,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1751962676557,-1.0049854516983032,2.062613010406494,9.022137641906738,-0.3863719701766968,-0.2075413018465042,-0.17363831400871277,17.868751525878906,1.912500023841858,-36.86250305175781,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1751962676620,-0.4007977843284607,2.3988046646118164,8.833105087280273,-1.2655590772628784,-0.08720094710588455,-0.5233584046363831,20.55000114440918,4.125,-36.58125305175781,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1751962676686,-1.0013962984085083,1.322034478187561,10.315458297729492,-1.333975911140442,-0.5864301919937134,-0.6669116020202637,21.39375114440918,7.875000476837158,-38.0625,-75.0,11661.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1751962676751,-0.9583254456520081,-0.4211367964744568,10.557133674621582,-0.3439168632030487,0.19883649051189423,0.24923282861709595,18.11250114440918,10.293750762939453,-37.33125305175781,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1751962676816,-0.8793623447418213,-0.41156548261642456,9.116654396057129,-0.015729768201708794,0.68386310338974,0.9706641435623169,21.337501525878906,11.512500762939453,-38.08125305175781,-75.0,12135.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1751962676881,-0.2919243574142456,-0.6149554252624512,9.080761909484863,0.6389645338058472,0.6107120513916016,0.646905779838562,24.168750762939453,10.481250762939453,-37.44375228881836,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1751962676946,-1.34476637840271,0.6089733839035034,8.0291166305542,0.4540252387523651,0.4883863925933838,0.3633118271827698,25.106250762939453,8.25,-36.9375,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1751962677013,-1.932204246520996,0.49172505736351013,9.791430473327637,0.48013970255851746,0.05833758786320686,-0.12140937149524689,25.631250381469727,5.90625,-36.375,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1751962677077,-1.970489501953125,1.5936198234558105,8.606983184814453,0.6102539300918579,-0.34055712819099426,-0.06841685622930527,25.856250762939453,5.737500190734863,-35.41875076293945,-77.0,11558.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1751962677142,-1.1748759746551514,2.304288148880005,8.542376518249512,-0.5207622051239014,-0.021380268037319183,-0.25534147024154663,27.056251525878906,4.256250381469727,-36.806251525878906,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1751962677207,-1.5493526458740234,1.129412293434143,11.301301002502441,-0.003665188793092966,-0.042913250625133514,-0.1262962967157364,26.156251907348633,5.325000286102295,-37.16250228881836,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1751962677273,-1.153340458869934,1.7587246894836426,8.536395072937012,0.23884813487529755,-0.3591884970664978,-0.06643154472112656,25.012500762939453,4.987500190734863,-37.3125,-74.0,11895.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1751962677345,-1.7312071323394775,0.9643075466156006,9.525827407836914,0.2883281707763672,-0.3439168632030487,-0.18402300775051117,24.562501907348633,5.456250190734863,-36.88125228881836,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1751962677402,-1.8340985774993896,2.00518536567688,9.09990406036377,0.08842267841100693,-0.1925751268863678,-0.11468986421823502,24.712501525878906,5.775000095367432,-38.28750228881836,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1751962677466,-1.4416756629943848,1.5589239597320557,10.342975616455078,0.18921536207199097,-0.07819069176912308,0.06612611562013626,25.406251907348633,4.668750286102295,-38.4375,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1751962677533,-1.4057832956314087,1.978864312171936,9.80100154876709,0.27488914132118225,-0.044898562133312225,0.12904518842697144,17.850000381469727,3.187500238418579,-35.868751525878906,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1751962677598,-0.5324030518531799,2.572284460067749,8.514859199523926,0.360868364572525,-0.10827577859163284,0.23625195026397705,22.89375114440918,2.981250047683716,-37.91250228881836,-79.0,11719.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1751962677661,-0.5670989751815796,2.060220241546631,8.662017822265625,0.3695732057094574,-0.2848156988620758,0.28527384996414185,23.306251525878906,2.5875000953674316,-38.08125305175781,-75.0,11724.0,0.0,-1.0,0.0,-1.0,-59.0,2945.0,0.0,-1.0,0.0,-1.0
1751962677727,-0.26919254660606384,2.6021945476531982,9.163313865661621,-0.05283980444073677,-0.19761475920677185,0.37003132700920105,22.481250762939453,0.4312500059604645,-38.8125,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1751962677793,0.13639089465141296,2.9898319244384766,8.806783676147461,-0.04169152304530144,-0.06352993845939636,0.12095122784376144,22.575000762939453,1.1437500715255737,-40.51875305175781,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1751962677857,-0.5180460810661316,2.287538528442383,9.43489933013916,-0.1049160286784172,-0.19074252247810364,-0.15989385545253754,22.556251525878906,0.11250000447034836,-40.29375076293945,-71.0,11895.0,0.0,-1.0,0.0,-1.0,-56.0,6129.0,0.0,-1.0,0.0,-1.0
1751962677922,0.28953152894973755,3.1310083866119385,10.029516220092773,-0.08155044913291931,-0.19868376851081848,-0.20631958544254303,20.493751525878906,0.8062500357627869,-38.868751525878906,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1751962677990,0.5778666734695435,3.410968780517578,9.20997428894043,-0.0010690133785828948,-0.2341139316558838,-0.11133010685443878,22.14375114440918,1.0875000953674316,-41.0625,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
