Pred_X,Pred_Y,True_X,True_Y
3.638555,0.751647,3.6611812,0.7420852
3.62569,0.7451184,3.670403,0.7529186
3.6287313,0.7714455,3.6717064,0.75440514
3.6461253,0.77209353,3.686783,0.76993823
3.657507,0.7886925,3.6949332,0.7778199
3.67308,0.8341278,3.7075732,0.78943074
3.6961544,0.79532826,3.7175784,0.7980646
3.6936917,0.83450896,3.734084,0.81103826
3.6920266,0.8417887,3.7443736,0.8191235
3.6931415,0.8470837,3.7564697,0.8278611
3.7088313,0.841605,3.7684753,0.83627397
3.7256489,0.85335493,3.7795396,0.84333396
3.7110348,0.8590987,3.7889073,0.84914297
3.7197745,0.86659545,3.8003328,0.8557724
3.7321637,0.8717672,3.8101583,0.8611506
3.7281735,0.8838243,3.8232288,0.86781615
3.7694476,0.90460014,3.8350744,0.873797
3.7755992,0.9195899,3.841812,0.8766915
3.8102632,0.9363441,3.8554015,0.88319755
3.8277116,0.9334851,3.8656971,0.88761294
3.8461146,0.9398274,3.8777728,0.8923386
3.8311005,0.95521736,3.8884666,0.89643145
3.8668802,0.9677606,3.897124,0.89963764
3.8886526,0.9316073,3.9078467,0.90330195
3.9061267,0.9692823,3.9203856,0.9070152
3.9095385,0.9740074,3.9333289,0.91056037
3.9308197,0.9606293,3.9458792,0.9136502
3.9411778,0.96045977,3.9533057,0.9153883
3.9317665,0.97038984,3.9777393,0.9199694
3.9502554,0.981917,3.992226,0.9225304
3.9608111,0.97528344,4.005189,0.92387575
3.9897425,0.9910641,4.0161023,0.92535424
3.9986837,0.9803881,4.027277,0.9264543
3.9985297,0.97765136,4.03839,0.9272351
4.020915,0.9821134,4.047789,0.9277353
4.0280604,0.9652755,4.059034,0.92803705
4.0378904,0.9659372,4.0721464,0.92814726
4.0466614,0.9806482,4.0833364,0.9280032
4.062233,0.96544343,4.0947313,0.9277893
4.07946,0.9683433,4.10605,0.9272421
4.099063,0.9867416,4.117196,0.92657167
4.119811,0.9934004,4.1285896,0.9254701
4.1188283,0.9713062,4.139651,0.92424625
4.138636,0.99800956,4.1564655,0.9221939
4.1415024,0.9799337,4.1714387,0.9197377
4.165497,0.9818736,4.184633,0.9173533
4.172626,0.97461325,4.1957245,0.91482
4.166262,0.9566717,4.208471,0.91169804
4.188107,0.96513397,4.219359,0.9086663
4.1787186,0.9693495,4.2304316,0.90558636
4.1939483,0.97094464,4.240868,0.9024182
4.2113757,0.9832855,4.25146,0.8990069
4.22834,0.9859604,4.261773,0.8954549
4.232305,0.9649247,4.2705984,0.8924489
4.2341,0.9489478,4.274007,0.89114755
4.252614,0.9505337,4.2911434,0.884098
4.2696238,0.9763803,4.3014574,0.8794752
4.2752943,0.9211406,4.3147306,0.87306714
4.2733784,0.9303682,4.323195,0.86887175
4.294017,0.93157476,4.3430414,0.858394
4.3102827,0.93898803,4.352728,0.8527766
4.311302,0.89447385,4.3637166,0.8457106
4.3176937,0.9243159,4.376706,0.8375783
4.3384132,0.9226367,4.3872952,0.8301699
4.3453827,0.9038307,4.3978767,0.82245195
4.3329554,0.8671386,4.4126406,0.8107275
4.3570304,0.8785212,4.425786,0.8000585
4.364632,0.86973786,4.4356027,0.7914989
4.3792105,0.86921215,4.4452,0.78254807
4.3821654,0.84540707,4.453304,0.77462876
4.3909626,0.8520041,4.4585476,0.7694142
4.404908,0.83357346,4.470064,0.7576709
4.428836,0.83914036,4.4814696,0.74543786
4.4407787,0.80994153,4.489271,0.73579705
4.440926,0.80098665,4.497549,0.724885
4.4584937,0.80510306,4.5042377,0.7132361
4.4582386,0.81741154,4.5108123,0.70316386
4.4608603,0.81141186,4.515546,0.6961129
4.4832296,0.8126724,4.52669,0.6816838
4.499634,0.81696784,4.536561,0.67046165
4.5008187,0.77481437,4.543136,0.66379595
4.50011,0.780511,4.5510244,0.6561663
4.5109572,0.7442019,4.55905,0.6487341
4.5196033,0.74787915,4.56883,0.64028335
4.519301,0.67259884,4.57738,0.6332905
4.5408616,0.7067671,4.586032,0.6266968
4.5495048,0.71515214,4.5934076,0.6212044
4.566798,0.71449256,4.6024504,0.61469555
4.575293,0.6723287,4.611632,0.6084292
4.621991,0.7161442,4.620937,0.6025274
4.625563,0.7023666,4.6284747,0.5978675
4.645829,0.7087312,4.6375246,0.5924157
4.641781,0.661662,4.648736,0.58628833
4.657132,0.65144324,4.6617374,0.5794945
4.6620283,0.6655222,4.6732845,0.57383966
4.6711802,0.6527239,4.6833544,0.5693852
4.678253,0.6309693,4.694486,0.5640001
4.683655,0.63945484,4.7059307,0.5592382
4.706163,0.6006695,4.716008,0.5555055
4.7125316,0.5977962,4.7278447,0.55173385
4.7177873,0.60012186,4.736925,0.54901457
4.732743,0.59096503,4.7476926,0.54625225
4.755635,0.5997082,4.7566075,0.5441886
4.766904,0.5882113,4.767565,0.54183185
4.7697973,0.5706861,4.776645,0.53993595
4.781941,0.5845314,4.7838697,0.5387361
4.7981353,0.57389474,4.8016,0.536139
4.806377,0.5948589,4.819499,0.53387725
4.8043222,0.5875088,4.8359766,0.532534
4.8194733,0.6034217,4.8522916,0.53167784
4.8389473,0.60424817,4.8665323,0.5311568
4.8454213,0.6028969,4.8813825,0.53144634
4.8661056,0.60481334,4.8944373,0.53222656
4.8672757,0.6011144,4.9075685,0.53321004
4.8832755,0.58647823,4.9232574,0.5344602
4.899536,0.5993217,4.9336357,0.5358435
4.9058475,0.60739756,4.947493,0.5378834
4.916352,0.589378,4.9579883,0.5398004
4.9361086,0.6066377,4.9685764,0.54208434
4.951785,0.62637377,4.979142,0.54486394
4.9797583,0.6391547,4.989749,0.5476996
4.9918165,0.639254,5.005583,0.55256915
5.00076,0.6504116,5.017819,0.5567738
5.025292,0.6755936,5.03146,0.56193495
5.0258956,0.66709256,5.0418153,0.56606686
5.0416512,0.6466036,5.051928,0.57047045
5.060572,0.6796433,5.062159,0.575014
5.062115,0.6614183,5.075214,0.5814736
5.078875,0.65683985,5.084959,0.5865061
5.0984955,0.65326047,5.0943594,0.59167004
5.090501,0.65389574,5.0958624,0.59258354
5.112238,0.70051754,5.116259,0.6050575
5.1343145,0.6953931,5.125719,0.6112453
5.1432514,0.65610135,5.1347785,0.6178167
5.1636786,0.7046962,5.146302,0.6266961
5.1808295,0.71432936,5.1562753,0.6344993
5.184895,0.7365701,5.163124,0.64036167
5.1831374,0.7602613,5.171204,0.6475607
5.20803,0.7577095,5.179396,0.6550194
5.2034864,0.74514663,5.185943,0.6612381
5.232977,0.77431536,5.193653,0.66871476
5.2351003,0.7640104,5.2013307,0.67660725
5.2560573,0.7682208,5.2105494,0.6877934
5.25482,0.7974849,5.219214,0.6972909
5.2456727,0.7861117,5.222408,0.7012433
5.244025,0.8633247,5.2348204,0.71726084
5.259202,0.8545432,5.2436113,0.7284275
5.2747574,0.8466035,5.252584,0.7402129
5.277103,0.8627735,5.261566,0.7506789
5.2985353,0.87336934,5.269589,0.7590661
5.3124113,0.88134617,5.276291,0.7656443
5.3099523,0.9045328,5.2846704,0.7732074
5.3284736,0.90173453,5.2929635,0.78065264
5.3349657,0.8917578,5.2998195,0.7867017
5.326217,0.92880464,5.3098893,0.7947793
5.345186,0.925029,5.321983,0.8039565
5.3525147,0.9457936,5.328367,0.8084556
5.3608003,0.92025715,5.350578,0.824155
5.365727,0.92346895,5.3665624,0.8340119
5.3766303,0.8801428,5.379413,0.8414591
5.3844576,0.8816174,5.3927083,0.84860635
5.388198,0.8905451,5.402554,0.8537635
5.400615,0.8827364,5.4143853,0.85967624
5.403358,0.867975,5.4263706,0.8650311
5.408948,0.8763235,5.4364367,0.8696219
5.42357,0.8772964,5.4466696,0.8740825
5.425322,0.8730153,5.457435,0.878164
5.4296746,0.8380727,5.4678974,0.88203245
5.435711,0.8554128,5.478364,0.88569224
5.450087,0.847226,5.489075,0.88920945
5.458677,0.8495173,5.514536,0.89653134
5.468045,0.8448307,5.5254574,0.89935863
5.4805293,0.857814,5.53874,0.902088
5.4931407,0.8455494,5.549955,0.9041282
5.5059114,0.82923526,5.56317,0.90658003
5.498624,0.8377097,5.576484,0.9085566
5.504126,0.83813804,5.586067,0.9097107
5.538041,0.79588807,5.598757,0.91102827
5.536722,0.820904,5.604716,0.9115618
5.5384264,0.81197524,5.6177835,0.9124561
5.5697875,0.80917346,5.6291304,0.91320825
5.563638,0.82031465,5.6402326,0.9134863
5.5783105,0.82129943,5.6555686,0.913026
5.581987,0.81613195,5.6675453,0.9129448
5.609918,0.80291533,5.6770787,0.9121285
5.6318045,0.7781222,5.6844387,0.9112436
5.644376,0.7946117,5.6941595,0.910562
5.6676016,0.7745317,5.7041874,0.9103366
5.677929,0.74975824,5.714875,0.9104527
5.7109294,0.7547847,5.7257323,0.9110581
5.691718,0.74963796,5.7387366,0.9125012
5.721676,0.7337016,5.7515464,0.91438866
5.7392826,0.71901345,5.765688,0.91691697
5.7533083,0.7065847,5.776375,0.9192162
5.785043,0.7018205,5.788961,0.9223979
5.807812,0.7024509,5.8015575,0.9258131
5.797389,0.7485635,5.811958,0.92913353
5.820423,0.73460317,5.821806,0.9324399
5.858961,0.7439121,5.828752,0.93497723
5.833829,0.76589227,5.843648,0.9407137
5.8735065,0.75426865,5.8535957,0.94478446
5.880602,0.79201245,5.8619003,0.94835985
5.881559,0.83227074,5.87189,0.9529222
5.8846383,0.84720963,5.881753,0.95780826
5.892672,0.8718378,5.891454,0.9628416
5.939272,0.8274617,5.8995514,0.9671526
5.9507966,0.82118547,5.9141626,0.97562337
5.947262,0.86244124,5.921886,0.980476
5.936986,0.8745822,5.9405313,0.993032
5.950717,0.893514,5.9527373,1.0020543
5.9550967,0.9120459,5.96222,1.0097945
5.9918013,0.9272547,5.973405,1.0186278
6.005778,0.93501717,5.9859447,1.0293064
5.991928,0.95161295,5.9940405,1.0368026
6.016353,0.9622446,6.0019913,1.0446994
6.0177307,0.95182115,6.012092,1.0553676
6.058168,0.9617172,6.019301,1.0636035
6.0591083,0.9762088,6.0262265,1.0718982
6.074389,0.99828494,6.0330224,1.0803262
6.08481,1.0096065,6.0395107,1.088673
6.068025,1.0271193,6.046157,1.0975602
6.100877,1.0201031,6.051248,1.1049671
6.0948668,1.0281417,6.0562654,1.1122952
6.1025596,1.0403645,6.062128,1.1214552
6.1242185,1.0525916,6.072345,1.1386766
6.1232557,1.0482525,6.0787005,1.1499071
6.1455226,1.0919067,6.0836935,1.1597265
6.1259475,1.1018547,6.0881886,1.169459
6.146284,1.1187477,6.0938764,1.1811733
6.1405215,1.1579167,6.09796,1.1895075
6.143839,1.1496875,6.1027007,1.2012247
6.142265,1.1610811,6.10655,1.2113894
6.164006,1.1830623,6.109357,1.2213812
6.1550627,1.1983687,6.1120667,1.2298744
6.1628795,1.2113969,6.1131587,1.2332393
6.174404,1.2223109,6.11973,1.2561104
6.151707,1.2460858,6.122587,1.2719655
6.145938,1.2583077,6.1246347,1.283988
6.151476,1.2822474,6.126046,1.2944262
6.178018,1.265739,6.127826,1.3033727
6.178367,1.2890916,6.1300354,1.3176458
6.179192,1.3054731,6.131473,1.3354384
6.161653,1.3182061,6.1318126,1.3462731
6.1744213,1.3343941,6.132296,1.3588783
6.1821246,1.344287,6.132461,1.3697369
6.183316,1.3579674,6.132075,1.3807026
6.1725893,1.3860896,6.131645,1.3953396
6.1771793,1.3849598,6.130764,1.4079912
6.185229,1.4105146,6.129996,1.4169322
6.17379,1.418937,6.129042,1.4260577
6.182095,1.4296187,6.1277742,1.4369123
6.176244,1.4320495,6.1262255,1.4437153
6.1802125,1.4461904,6.1245003,1.4562472
6.1708136,1.4587164,6.122347,1.4668722
6.1779385,1.4716275,6.1190004,1.4811467
6.1608505,1.4824269,6.1137967,1.4964817
6.1638613,1.4951922,6.1100945,1.5082828
6.172333,1.5045882,6.1079955,1.5195045
6.1768064,1.5188946,6.103115,1.5299463
6.168102,1.5227609,6.103596,1.5331622
6.1711907,1.5176353,6.0928283,1.5582056
6.1645265,1.5431366,6.0875425,1.5741811
6.171861,1.5388479,6.0843196,1.5855849
6.1563725,1.5614339,6.0821185,1.5953283
6.1498017,1.568324,6.079928,1.6070548
6.1651077,1.5784954,6.077927,1.6182863
6.159976,1.5892566,6.0764384,1.6295114
6.16949,1.5997268,6.0754886,1.6390017
6.1215663,1.6037614,6.0740414,1.650103
6.1447215,1.6052098,6.072977,1.6593733
6.114813,1.6172683,6.072711,1.6611912
6.1321363,1.6190796,6.0709825,1.6796117
6.1199355,1.6459469,6.0703487,1.6910741
6.120785,1.6550112,6.069456,1.702379
6.104916,1.6573777,6.0691895,1.7117822
6.099061,1.6732743,6.069213,1.7230471
6.1066513,1.6914382,6.0695205,1.7325429
6.101362,1.7115393,6.069646,1.7415076
6.1164694,1.7240192,6.0714984,1.7577817
6.084294,1.7156106,6.073601,1.7693895
6.1062207,1.7431611,6.0744734,1.7805512
6.129069,1.7383091,6.076426,1.7916243
6.12194,1.7555238,6.0782833,1.804465
6.115121,1.7592585,6.0806603,1.8173687
6.1128125,1.7757156,6.082858,1.8301727
6.1306415,1.7954127,6.0860724,1.8429246
6.117038,1.801358,6.0890594,1.8540261
6.1200104,1.8134328,6.0910335,1.861324
6.1298604,1.8247116,6.091562,1.8631171
6.133967,1.84449,6.0996103,1.8896339
6.132008,1.8573942,6.102725,1.898283
6.1357737,1.8629504,6.107278,1.9100027
6.14844,1.8828245,6.1120696,1.921509
6.1457987,1.8922206,6.117067,1.9322401
6.134764,1.930915,6.122657,1.9421009
6.1570935,1.9292223,6.1271567,1.9506634
6.1495557,1.92943,6.133418,1.9634656
6.1383333,1.9510521,6.13894,1.9775158
6.146239,1.9705201,6.143454,1.9901723
6.145439,1.9818335,6.1465883,2.0009801
6.1481867,1.9857193,6.1495714,2.013409
6.1477113,2.005409,6.151923,2.0239632
6.1610427,2.031258,6.153884,2.0325615
6.1515737,2.0397828,6.1557107,2.0430675
6.152119,2.062505,6.1577935,2.0553684
6.158743,2.0670037,6.1605673,2.0788538
6.1547437,2.0905762,6.1616497,2.098741
6.1622496,2.0987332,6.162073,2.113307
6.1485705,2.1087363,6.160622,2.1276097
6.1621475,2.1183808,6.160462,2.1440744
6.154827,2.1401827,6.1601396,2.1584504
6.163137,2.1550062,6.1597323,2.163801
6.1521554,2.1686413,6.1591225,2.1709814
6.156008,2.1868317,6.154814,2.203541
6.1774774,2.2160842,6.152452,2.2177336
6.1752343,2.2217152,6.1502857,2.2286189
6.1649027,2.2264385,6.147508,2.2410543
6.170674,2.2461028,6.1442223,2.2514188
6.1706553,2.2500942,6.141261,2.2620947
6.1579313,2.2627988,6.137106,2.2738514
6.1652594,2.2784915,6.1327724,2.2857687
6.1415615,2.287536,6.128544,2.2990813
6.1519146,2.2945886,6.1234026,2.309861
6.1252327,2.3176432,6.118897,2.3208463
6.1203313,2.3237872,6.1123996,2.3338938
6.1258225,2.3242905,6.105316,2.3470519
6.1125712,2.3446863,6.100142,2.3568466
6.124248,2.3580406,6.0953507,2.3647401
6.0989404,2.3608978,6.0925303,2.3694167
6.1192546,2.3787935,6.084135,2.3829737
6.0927615,2.388688,6.0796294,2.390194
6.089194,2.389417,6.0734653,2.3992124
6.1003375,2.4202652,6.0679073,2.4065292
6.0954657,2.435272,6.0602503,2.4165094
6.0996447,2.450329,6.051076,2.4276423
6.079613,2.4686306,6.044071,2.435737
6.073507,2.4931922,6.0366435,2.4437566
6.069029,2.4942942,6.0279307,2.4528763
6.074034,2.5010622,6.02282,2.4578378
6.060775,2.516336,6.021553,2.4590478
6.060504,2.532303,6.0028877,2.4759288
6.050636,2.5412047,5.9931145,2.4839964
6.0357127,2.5380702,5.9832764,2.491961
6.0149946,2.5571241,5.9716644,2.499553
5.998915,2.5743213,5.960333,2.5074308
6.0004787,2.5883577,5.9490695,2.5148535
5.9803576,2.587774,5.940934,2.5193677
5.97093,2.6011677,5.93205,2.5239666
5.965802,2.6130002,5.922945,2.529132
5.9506626,2.6208448,5.914945,2.5336456
5.9335566,2.633336,5.9051795,2.5394776
5.918959,2.643127,5.8953595,2.5455446
5.909163,2.6483657,5.8837986,2.5529516
5.903455,2.6487918,5.8740325,2.5595126
5.8829703,2.6566093,5.854474,2.5725038
5.870123,2.6559217,5.8429675,2.5803337
5.8657584,2.6449971,5.8332896,2.5872567
5.822774,2.6502793,5.8219905,2.5954099
5.8218155,2.662625,5.8108897,2.6035442
5.800352,2.65728,5.7980657,2.6130614
5.787692,2.6705008,5.785703,2.6227288
5.7866874,2.6722662,5.7732453,2.6327236
5.778427,2.686668,5.7642293,2.640025
5.756789,2.6817102,5.755274,2.6472473
5.750915,2.6900728,5.7433815,2.656615
5.742622,2.6949897,5.73609,2.662497
5.731715,2.6958978,5.727569,2.6692104
5.741425,2.706706,5.719288,2.6759613
5.728476,2.7117336,5.7051325,2.6878614
5.710774,2.7236056,5.6976104,2.6942775
5.7056384,2.7239232,5.6900797,2.7005825
5.7227535,2.737141,5.682735,2.7068732
5.6744184,2.737427,5.6741495,2.714379
5.6903353,2.7359471,5.6667824,2.7210402
5.6705275,2.747868,5.6593647,2.7280385
5.6690316,2.7527814,5.6520176,2.7353647
5.6664457,2.7464614,5.6438336,2.7428813
5.665416,2.7565823,5.6363235,2.7511845
5.651536,2.7555997,5.630811,2.7580466
5.644694,2.7536457,5.625233,2.7646031
5.6401973,2.7669337,5.6188207,2.7723475
5.628142,2.770522,5.6115513,2.7810986
5.632813,2.772903,5.6042447,2.7901273
5.6165924,2.7889302,5.5976954,2.7978008
5.6132154,2.7808309,5.58942,2.8082685
5.6072345,2.7937713,5.583059,2.816175
5.589084,2.802553,5.576707,2.8239913
5.5792513,2.8096635,5.5710893,2.8306007
5.5823145,2.8203475,5.564549,2.8384893
5.5647273,2.832107,5.558129,2.8463254
5.552493,2.839048,5.5506263,2.855613
5.546327,2.8574443,5.5442104,2.8633957
5.53692,2.8620703,5.5345025,2.8749764
5.5229344,2.8719244,5.5270615,2.8839068
5.518411,2.8882942,5.5195403,2.8928518
5.4954853,2.8957522,5.5119605,2.9017437
5.5026145,2.917284,5.505457,2.9092288
5.4908385,2.9126978,5.4965696,2.9195251
5.480527,2.928222,5.4909735,2.9259217
5.4600816,2.916045,5.4833236,2.9346619
5.455059,2.9348977,5.476927,2.9418614
5.461297,2.9369678,5.471622,2.9477565
5.468954,2.945187,5.4636946,2.9570076
5.4487553,2.9365659,5.458042,2.963512
5.4582467,2.9590418,5.4505076,2.9729557
5.4456,2.954424,5.4406753,2.983461
5.45119,2.9375699,5.430648,2.9935253
5.449434,2.941182,5.4229493,3.00135
5.4433455,2.9542816,5.4133434,3.0101101
5.4335985,2.9490864,5.402053,3.0195584
5.445328,2.964497,5.3892465,3.0298429
5.4334464,2.9640377,5.377401,3.0387015
5.418916,2.9725418,5.3680787,3.0451713
5.414993,2.9848962,5.360312,3.050347
5.4105363,2.9928503,5.3493724,3.0570905
5.3986564,3.012056,5.3384466,3.0636108
5.391531,3.016824,5.3320527,3.0672455
5.3850493,3.0292547,5.318898,3.0742056
5.3741546,3.028722,5.310744,3.0783641
5.3722835,3.0429876,5.3005505,3.0831413
5.356351,3.0606427,5.2925034,3.0869105
5.3528595,3.0757232,5.2768817,3.0932803
5.3447986,3.0900457,5.262308,3.0986226
5.334674,3.0740943,5.252738,3.101999
5.3187065,3.0622973,5.2432995,3.1054895
5.2970586,3.066434,5.2323194,3.109441
5.2859383,3.0751848,5.221072,3.1135616
5.2738004,3.0949888,5.2116246,3.117108
5.260196,3.1156807,5.202172,3.1207325
5.2542057,3.1143444,5.192528,3.124396
5.243286,3.120416,5.1831026,3.1279938
5.227511,3.124612,5.173501,3.1315048
5.2189245,3.1239824,5.165426,3.134497
5.1903596,3.1275303,5.1575866,3.1373792
5.1866727,3.1352482,5.1431293,3.142761
5.1919503,3.1307607,5.1337094,3.1463
5.180254,3.1323166,5.123972,3.1499531
5.1635265,3.1514506,5.1144423,3.1534512
5.1334343,3.162317,5.108245,3.1559274
5.1379504,3.1529655,5.097028,3.1600778
5.11352,3.1898315,5.0858603,3.1641712
5.105489,3.166997,5.0748425,3.1680384
5.0839753,3.1838887,5.0622754,3.1727111
5.070828,3.1934128,5.052822,3.1760871
5.0590816,3.1939642,5.04164,3.1803124
5.047396,3.19936,5.0321984,3.1839283
5.0265965,3.1970875,5.0210776,3.188366
5.0286317,3.1945379,5.011595,3.191865
5.013156,3.1814494,5.002216,3.195405
5.0057783,3.1801093,4.994239,3.1983175
4.9783278,3.1952498,4.986553,3.2012184
4.9804683,3.1867487,4.9756646,3.2054405
4.968354,3.186601,4.967797,3.208333
4.962707,3.192783,4.957119,3.212411
4.9435678,3.2058678,4.9447055,3.2170367
4.929289,3.2337449,4.9320774,3.221524
4.9211354,3.222191,4.9170504,3.2275388
4.9114575,3.2096293,4.9015164,3.2329094
4.90091,3.2263026,4.887774,3.2371385
4.900258,3.220663,4.872101,3.240939
4.8917203,3.2197511,4.8600173,3.2435274
4.869949,3.2209132,4.849189,3.2455487
4.8868437,3.2418358,4.836625,3.247542
4.8697343,3.2439373,4.8256903,3.249187
4.8603354,3.2336867,4.8151336,3.250686
4.8407235,3.264058,4.8045945,3.2517805
4.8333826,3.2700768,4.793933,3.2525563
4.8130665,3.28203,4.7849054,3.2531536
4.7980742,3.273486,4.774078,3.2534246
4.792075,3.2718773,4.758052,3.2534056
4.772306,3.2916465,4.7402773,3.2527559
4.759067,3.317108,4.7313466,3.2522447
4.7391524,3.317497,4.718553,3.2513053
4.7312407,3.3057487,4.7060513,3.24979
4.72243,3.3340404,4.6937904,3.2483027
4.7126584,3.3446517,4.681524,3.2461886
4.688248,3.3355827,4.670907,3.2443316
4.6869345,3.3121474,4.6606655,3.2420819
4.6523595,3.2851396,4.650866,3.239375
4.663552,3.299237,4.6422906,3.2372434
4.6416335,3.2926803,4.6323237,3.234605
4.6386704,3.2989306,4.6213408,3.2318492
4.6135173,3.2756402,4.6102223,3.2290332
4.60287,3.2733936,4.6005235,3.2267873
4.579057,3.2918074,4.5908904,3.2244484
4.5790753,3.2704124,4.5809555,3.2218497
4.5501294,3.2789483,4.572668,3.2197723
4.5325356,3.271856,4.5613475,3.2169855
4.5409856,3.2423794,4.551499,3.2143788
4.523411,3.244144,4.5431957,3.2124445
4.517,3.2696278,4.5301757,3.2092884
4.49986,3.2673862,4.515347,3.2055578
4.484892,3.2653322,4.500189,3.201758
4.4758167,3.263611,4.488283,3.1978009
4.4726396,3.2406573,4.474306,3.1933296
4.4620204,3.2480388,4.470687,3.1924317
4.447025,3.2553291,4.450382,3.1874962
4.438952,3.250984,4.439006,3.1852663
4.4273963,3.2601974,4.427888,3.1836967
4.4172845,3.2645025,4.417003,3.1823406
4.4177575,3.2917914,4.4058256,3.1812015
4.3928394,3.2844863,4.3946466,3.180237
4.397707,3.2684758,4.3854117,3.179672
4.380213,3.2663589,4.3723536,3.1792114
4.3675566,3.2679133,4.352,3.1787882
4.3840604,3.2892396,4.331312,3.1793013
4.359502,3.2822027,4.318495,3.1799526
4.3405366,3.2739282,4.3055854,3.18112
4.336465,3.283656,4.29086,3.1825533
4.3337765,3.289615,4.279817,3.1840222
4.316659,3.282652,4.264941,3.1861181
4.3027883,3.278624,4.250332,3.1888192
4.267895,3.2688785,4.241082,3.1907175
4.282999,3.2751515,4.2395067,3.1911335
4.2751694,3.2841458,4.212102,3.197722
4.26943,3.2891297,4.201302,3.2007408
