True_X,True_Y,Pred_X,Pred_Y
29.57547,7.7200003,28.299793,7.4405165
29.534883,7.7200003,28.4725,7.4476457
29.49096,7.7200003,28.472471,7.4349933
29.468164,7.7200003,28.396332,7.5200534
29.419794,7.7200003,28.475008,7.4828753
29.380318,7.7200003,28.513222,7.459857
29.358635,7.7200003,28.491169,7.493228
29.313044,7.7200003,28.543861,7.4335475
29.26912,7.7200003,28.57752,7.4096546
29.246881,7.7200003,28.54232,7.448204
29.202957,7.7200003,28.581148,7.392581
29.158478,7.7200003,28.53834,7.2521424
29.136238,7.7200003,28.57509,7.362603
29.091204,7.7200003,28.583511,7.3526573
29.047281,7.7200003,28.521671,7.2512693
29.025042,7.7200003,28.574905,7.4016848
28.977783,7.7200003,28.56232,7.41757
28.935528,7.7200003,28.583841,7.3286543
28.909952,7.7200003,28.58671,7.3665023
28.86603,7.7200003,28.538172,7.502424
28.823774,7.7200003,28.569223,7.445766
28.802647,7.7200003,28.584015,7.4217825
28.753162,7.7200003,28.536043,7.5003085
28.723696,7.7200003,28.539095,7.506599
28.691448,7.7200003,28.550924,7.481571
28.645857,7.7200003,28.533651,7.4928384
28.609718,7.7200003,28.518208,7.5347214
28.579695,7.7200003,28.546558,7.4619856
28.53466,7.7200003,28.53105,7.4828396
28.50686,7.7200003,28.52161,7.4794626
28.467941,7.7200003,28.545885,7.4532995
28.424019,7.7200003,28.527866,7.423661
28.397331,7.7200003,28.461052,7.5312934
28.352852,7.7200003,28.504677,7.460582
28.31282,7.7200003,28.554035,7.352701
28.28669,7.7200003,28.499832,7.3772054
28.246658,7.7200003,28.463993,7.5106125
28.202179,7.7200003,28.523169,7.397548
28.17716,7.7200003,28.525507,7.419899
28.128788,7.7200003,28.4584,7.4534025
28.08987,7.7200003,28.520773,7.4238453
28.06763,7.7200003,28.480799,7.4680867
28.019258,7.7200003,28.451033,7.5349603
27.978672,7.7200003,28.48494,7.5369644
27.95532,7.7200003,28.47293,7.521517
27.90695,7.7200003,28.395105,7.5916452
27.867474,7.7200003,28.381458,7.5843754
27.822996,7.7200003,28.425573,7.5549746
27.757944,7.7200003,28.331766,7.5699224
27.734592,7.7200003,28.237064,7.6022425
27.689558,7.7200003,28.30401,7.559201
27.636183,7.7200003,28.303347,7.6112022
27.59782,7.7200003,28.171993,7.631904
27.578917,7.7200003,28.200972,7.578851
27.534437,7.7200003,28.254297,7.572071
27.489403,7.7200003,28.089907,7.6064377
27.461603,7.7200003,28.159548,7.5927444
27.421572,7.7200003,27.970821,7.57949
27.377094,7.7200003,28.022318,7.577986
27.353186,7.7200003,27.910494,7.5762053
27.312042,7.7200003,27.470219,7.5123844
27.267008,7.7200003,27.778532,7.592793
27.242544,7.7200003,27.52239,7.535931
27.198622,7.7200003,27.600132,7.572939
27.153585,7.7200003,27.465618,7.5782304
27.131346,7.7200003,27.576647,7.6166506
27.087423,7.7200003,27.314888,7.5717487
27.042389,7.7200003,27.27297,7.592534
27.022928,7.7200003,27.3965,7.614277
26.979006,7.7200003,27.332436,7.642269
26.933971,7.7200003,26.952934,7.621102
26.905615,7.7200003,26.875547,7.6146
26.862804,7.7200003,26.873407,7.6303215
26.813877,7.7200003,26.626196,7.621797
26.799978,7.7200003,26.874002,7.642857
26.75661,7.7200003,27.03344,7.6659203
26.710464,7.7200003,26.829132,7.663149
26.687113,7.7200003,26.671993,7.6461
26.643745,7.7200003,26.799562,7.6358957
26.596487,7.7200003,26.39784,7.674798
26.575914,7.7200003,26.522804,7.6227593
26.533104,7.7200003,26.52861,7.6174464
26.485289,7.7200003,26.37376,7.6479325
26.467497,7.7200003,26.440203,7.6273923
26.42135,7.7200003,26.393482,7.6305666
26.372423,7.7200003,26.529816,7.606706
26.35352,7.7200003,26.513088,7.625726
26.298477,7.7200003,26.475622,7.604089
26.26623,7.7200003,26.44356,7.618109
26.244547,7.7200003,26.398602,7.624147
26.200066,7.7200003,26.43728,7.6360197
26.155588,7.7200003,26.393473,7.6136355
26.1289,7.7200003,26.251438,7.635301
26.084421,7.7200003,26.241388,7.6251416
26.043278,7.7200003,26.29591,7.6562347
26.02215,7.7200003,26.075043,7.7092905
25.969889,7.7200003,26.27005,7.692034
25.950985,7.7200003,26.046537,7.696752
25.910954,7.7200003,26.274128,7.6463447
