Predicted_X,Predicted_Y,True_X,True_Y
-1.3614583,-0.2501963,-1.4213428,-0.37319
-1.3597765,-0.26396516,-1.4214337,-0.39641726
-1.3636737,-0.31755203,-1.4216807,-0.4163277
-1.3598937,-0.353389,-1.4218742,-0.4359838
-1.3606293,-0.4010002,-1.4221809,-0.4561615
-1.3635767,-0.4470741,-1.4225298,-0.4786633
-1.3664002,-0.44157895,-1.422866,-0.5003301
-1.3668368,-0.47172892,-1.4231045,-0.5245964
-1.3638884,-0.48509842,-1.4234204,-0.5427531
-1.3666718,-0.50420725,-1.423656,-0.55759555
-1.3679663,-0.49597734,-1.4237983,-0.57530135
-1.3694339,-0.49350077,-1.4238816,-0.5900154
-1.3724412,-0.5122124,-1.4238447,-0.60754806
-1.3758587,-0.5187131,-1.4241022,-0.62225735
-1.3740214,-0.5325932,-1.4242092,-0.6398302
-1.3731271,-0.5424886,-1.4241997,-0.6543013
-1.3726567,-0.56633985,-1.4240035,-0.671652
-1.3715775,-0.5580084,-1.4239649,-0.68591607
-1.3729082,-0.56663704,-1.4238052,-0.7035657
-1.3730118,-0.57394123,-1.4236002,-0.7179774
-1.3714643,-0.577193,-1.423368,-0.732288
-1.3751729,-0.5883843,-1.423045,-0.74935293
-1.3803045,-0.6059083,-1.4227968,-0.76372737
-1.3890579,-0.6344657,-1.4223557,-0.7838743
-1.3856018,-0.618629,-1.4219272,-0.8040686
-1.4066232,-0.6910818,-1.4213973,-0.8272044
-1.4102596,-0.69337505,-1.4207995,-0.86193067
-1.415143,-0.72418994,-1.4203087,-0.8849556
-1.4118818,-0.7217326,-1.4197948,-0.91367555
-1.4310005,-0.7913116,-1.4192878,-0.9337684
-1.4263967,-0.8027337,-1.4186413,-0.9596278
-1.4401746,-0.8533455,-1.4180702,-0.99121886
-1.4395888,-0.90203255,-1.4175509,-1.0142535
-1.4329346,-0.9189256,-1.4167243,-1.0375065
-1.4318134,-0.9336164,-1.4162213,-1.0549881
-1.4341087,-1.009508,-1.41576,-1.0723369
-1.425507,-0.9901895,-1.4153054,-1.0897053
-1.4297874,-1.0618227,-1.4145182,-1.107341
-1.4235978,-1.0597541,-1.4139756,-1.1218345
-1.3953835,-1.0664573,-1.4131671,-1.1478595
-1.4151226,-1.1302743,-1.4126434,-1.1623881
-1.3957173,-1.156414,-1.4123232,-1.1868979
-1.4001796,-1.1558433,-1.4120104,-1.1970873
-1.3886318,-1.1878538,-1.4108298,-1.2266154
-1.3882284,-1.187855,-1.4088956,-1.2478676
-1.382511,-1.1893587,-1.4065967,-1.2664399
-1.3855319,-1.1849537,-1.4058572,-1.2711842
-1.3711926,-1.2029734,-1.4013828,-1.2967035
-1.3795561,-1.1906447,-1.3983102,-1.3127948
-1.358322,-1.2273321,-1.3947246,-1.3287069
-1.353726,-1.238946,-1.3913244,-1.3421658
-1.3512398,-1.2395663,-1.3877603,-1.3554517
-1.3577032,-1.2357886,-1.3838637,-1.3688188
-1.343422,-1.253624,-1.3797218,-1.3820014
-1.3335384,-1.2683489,-1.3754832,-1.3947973
-1.3297179,-1.2687302,-1.3704654,-1.4072922
-1.3362482,-1.2604036,-1.3661909,-1.417903
-1.3164996,-1.2907495,-1.3614217,-1.4302237
-1.3213507,-1.2854474,-1.3562379,-1.4421684
-1.3093957,-1.3019569,-1.3486248,-1.4576747
-1.3127294,-1.2969444,-1.3427169,-1.4691163
-1.298832,-1.3126819,-1.3365948,-1.4805194
-1.3113024,-1.2988479,-1.330693,-1.4916599
-1.2955455,-1.3159735,-1.3254601,-1.5006652
-1.2851362,-1.3270388,-1.3186961,-1.5112448
-1.2846164,-1.3261769,-1.3130232,-1.5198089
-1.2866857,-1.3222795,-1.3059367,-1.5295756
-1.2812647,-1.3284242,-1.2998911,-1.5378786
-1.2674509,-1.3428288,-1.2925833,-1.547532
-1.263983,-1.3458729,-1.2849563,-1.556706
-1.2589661,-1.3494382,-1.2785195,-1.5641791
-1.2514889,-1.3578498,-1.2705815,-1.5729965
-1.2514172,-1.3578649,-1.2623866,-1.5813677
-1.2467049,-1.3635929,-1.2541249,-1.5894605
-1.2477663,-1.3598952,-1.2445154,-1.5982695
-1.2341104,-1.3723395,-1.2315367,-1.6093105
-1.2239445,-1.3806138,-1.2155617,-1.6213242
-1.2218229,-1.381671,-1.2034893,-1.6292826
-1.2088609,-1.3919353,-1.1929914,-1.635807
-1.2118132,-1.3938563,-1.183732,-1.6411242
-1.2147211,-1.3905396,-1.1742601,-1.645971
-1.2109529,-1.3931477,-1.1601225,-1.6523974
-1.2014,-1.3995936,-1.1488863,-1.6567557
-1.1952626,-1.4017308,-1.1391151,-1.6601228
-1.1728001,-1.406987,-1.1295128,-1.6632278
-1.1699364,-1.405514,-1.1179668,-1.6659642
-1.1596283,-1.4108,-1.107973,-1.6678883
-1.1640471,-1.412251,-1.1013601,-1.6690941
-1.1515203,-1.4224482,-1.0881617,-1.6706015
-1.1474594,-1.4257431,-1.0793684,-1.6711737
-1.1229308,-1.4373965,-1.0629215,-1.6716292
-1.097541,-1.4461374,-1.0455623,-1.6720321
-1.08562,-1.4505758,-1.0274924,-1.6723636
-1.0799079,-1.4518304,-1.0116726,-1.6724961
-1.0954158,-1.4493482,-0.9889446,-1.6731378
-1.0885857,-1.4560523,-0.96920764,-1.673904
-1.0615226,-1.4598508,-0.95419794,-1.6744072
-1.0470564,-1.4585869,-0.94167656,-1.6745003
-1.0235112,-1.4600477,-0.92938685,-1.6747326
-1.0142816,-1.4644988,-0.9273452,-1.6747707
-1.0195999,-1.4609268,-0.9046193,-1.674705
-1.0109224,-1.4674072,-0.8922034,-1.6746745
-0.9702318,-1.4821382,-0.87981313,-1.6747392
-0.9530289,-1.4845033,-0.86543006,-1.6744946
-0.95248306,-1.4802339,-0.85098654,-1.674251
-0.9272888,-1.4879057,-0.8384135,-1.6741582
-0.9297514,-1.484333,-0.8261401,-1.6738795
-0.93088055,-1.4710772,-0.8161239,-1.673719
-0.89868784,-1.4796352,-0.8062201,-1.6734426
-0.90542144,-1.4651606,-0.7944124,-1.6730028
-0.8830186,-1.4651544,-0.7843979,-1.6727046
-0.8723295,-1.4584727,-0.7725125,-1.672495
-0.8588743,-1.4582801,-0.7626408,-1.6721585
-0.8374476,-1.4764154,-0.75091255,-1.6718643
-0.83604443,-1.4726114,-0.74110156,-1.6715223
-0.8174571,-1.4586,-0.7311818,-1.6708847
-0.82172656,-1.4259708,-0.7192193,-1.6702939
-0.82666016,-1.3939953,-0.70734626,-1.6697165
-0.80688095,-1.3942952,-0.6973835,-1.6692283
-0.80677956,-1.4276159,-0.68739754,-1.6686726
-0.787884,-1.4281054,-0.67527455,-1.6680044
-0.7879412,-1.4277043,-0.66527295,-1.6672572
-0.7786971,-1.464993,-0.6534923,-1.6662022
-0.76306415,-1.4663992,-0.64949065,-1.6658578
-0.76201105,-1.4521906,-0.64949065,-1.6658578
-0.76431805,-1.4470415,-0.64949065,-1.6658578
-0.74261487,-1.4497199,-0.64949065,-1.6658578
-0.74536884,-1.4749014,-0.64949065,-1.6658578
-0.7450038,-1.4727087,-0.64949065,-1.6658578
-0.7181834,-1.4680157,-0.64949065,-1.6658578
-0.6879973,-1.4728842,-0.6475891,-1.6656654
-0.67378885,-1.4717534,-0.6475891,-1.6656654
-0.66985536,-1.5024755,-0.6475891,-1.6656654
-0.6601793,-1.4972851,-0.6475891,-1.6656654
-0.64772594,-1.4621437,-0.6475891,-1.6656654
-0.6329209,-1.4556243,-0.6475891,-1.6656654
-0.6155726,-1.4754477,-0.6475891,-1.6656654
-0.6060161,-1.4321651,-0.54286146,-1.6592604
-0.602189,-1.4545009,-0.47352126,-1.6538951
-0.57614905,-1.4295607,-0.4616459,-1.6530309
-0.57268864,-1.4406741,-0.44970137,-1.6523012
-0.51599616,-1.4715307,-0.43764737,-1.6512702
-0.48578784,-1.460913,-0.42750898,-1.6503222
-0.47280255,-1.4447908,-0.39938152,-1.6477304
-0.47066373,-1.498369,-0.38329172,-1.6468302
-0.44854793,-1.4833841,-0.36699423,-1.6453562
-0.4159478,-1.50665,-0.3533275,-1.6442531
-0.39335045,-1.499866,-0.33987924,-1.643134
-0.4000444,-1.4997497,-0.3233897,-1.6416439
-0.3853781,-1.4720938,-0.3072536,-1.6405393
-0.3370768,-1.4931984,-0.29534006,-1.6397297
-0.3181826,-1.456624,-0.28140983,-1.6385145
-0.30902785,-1.4825945,-0.26901188,-1.6369135
-0.31240362,-1.4726877,-0.25689924,-1.6357642
-0.27704492,-1.4780214,-0.2447683,-1.6345533
-0.24158196,-1.4891415,-0.23269652,-1.6335735
-0.24436887,-1.4797435,-0.21739,-1.6319107
-0.23095226,-1.4651144,-0.2049468,-1.6306231
-0.2048836,-1.4827144,-0.1908205,-1.6289359
-0.18627077,-1.4961278,-0.17302172,-1.6270976
-0.18457383,-1.4990585,-0.15697998,-1.6257936
-0.17863166,-1.4835899,-0.1411924,-1.6241363
-0.1367887,-1.5229166,-0.12753995,-1.6228817
-0.14404869,-1.4842622,-0.115486816,-1.621469
-0.12661156,-1.4694448,-0.10346325,-1.6203347
-0.13016039,-1.4474959,-0.08757956,-1.618823
-0.12725773,-1.4639955,-0.07363246,-1.6172326
-0.08180061,-1.4602919,-0.059878614,-1.6160104
-0.08866298,-1.4851003,-0.045840327,-1.6144388
-0.0735794,-1.4935455,-0.033354532,-1.613168
-0.042632997,-1.4884558,-0.023050327,-1.6119068
-0.034502536,-1.4939046,-0.012605661,-1.6107595
-0.01940769,-1.4753366,-0.0009013948,-1.6090802
0.009422094,-1.4925711,0.009077172,-1.6081034
0.024399817,-1.4893794,0.022892268,-1.6065947
0.0501453,-1.4830863,0.04290432,-1.6042906
0.066634804,-1.4321299,0.05873942,-1.6022695
0.09581801,-1.4474876,0.07263443,-1.6006565
0.08851799,-1.452287,0.08842799,-1.5988849
0.09866479,-1.4542434,0.10194913,-1.5972981
0.10245326,-1.4097388,0.11014673,-1.5961915
0.10824981,-1.445687,0.1222231,-1.5946578
0.13872793,-1.4629095,0.14405343,-1.5923071
0.14381555,-1.4696801,0.16016595,-1.5905535
0.13669035,-1.4736118,0.17819919,-1.5883976
0.16728279,-1.471004,0.19229555,-1.5866239
0.19998398,-1.489439,0.20439094,-1.5851109
0.20524105,-1.5052807,0.21832678,-1.5831789
0.23303267,-1.5074883,0.23229396,-1.5813128
0.25904778,-1.4951296,0.24821179,-1.5793236
0.28042427,-1.5071301,0.25983578,-1.5772934
0.29256102,-1.5194068,0.26979324,-1.5761127
0.3028402,-1.5405228,0.28200796,-1.5744548
0.31206712,-1.5271032,0.29214352,-1.57335
0.32698497,-1.5268347,0.3041305,-1.5716811
0.3391002,-1.5201943,0.3160414,-1.569971
0.33940032,-1.5425961,0.3338648,-1.5676088
0.35417065,-1.5403266,0.34785524,-1.5658634
0.36524424,-1.4969549,0.36576456,-1.563208
0.3837255,-1.4760559,0.38160563,-1.5609028
0.39391598,-1.4401319,0.39767095,-1.5588315
0.40510663,-1.4891732,0.4116339,-1.5565594
0.41049388,-1.4245005,0.4255687,-1.5545228
0.4287792,-1.4369929,0.441376,-1.5523254
0.43155822,-1.4572115,0.45322847,-1.5503951
0.45853373,-1.5434425,0.4632662,-1.5489675
0.47911265,-1.5378654,0.48126596,-1.5460552
0.49053505,-1.5609558,0.49336734,-1.5441797
0.5233598,-1.5708773,0.5032769,-1.5424676
0.5265074,-1.5695157,0.5152945,-1.5406977
0.5557549,-1.5694289,0.5250879,-1.5391722
0.5255997,-1.4484317,0.5387505,-1.5373318
0.55104053,-1.4713302,0.554938,-1.5347635
0.5530652,-1.5005872,0.56453747,-1.5332143
0.56450474,-1.4902802,0.5784381,-1.531307
0.5999503,-1.4971771,0.59041345,-1.5295178
0.63630664,-1.5481851,0.6003547,-1.528056
0.6232877,-1.5532095,0.61208075,-1.5262978
0.6375084,-1.5614758,0.6222505,-1.5246292
0.63510966,-1.5465114,0.6325459,-1.5228497
0.63960373,-1.5524347,0.64402026,-1.5209663
0.67614794,-1.5518706,0.6540869,-1.5192574
0.69241214,-1.5413413,0.66641176,-1.5173621
0.7237222,-1.5358677,0.6761291,-1.515914
0.72299445,-1.5104125,0.6902188,-1.5134622
0.72496116,-1.525269,0.7037702,-1.5111638
0.75558925,-1.5390737,0.71573746,-1.5094204
0.7614449,-1.544061,0.7277973,-1.5071675
0.77572846,-1.5190754,0.7470243,-1.5039276
0.79952586,-1.5291092,0.76480263,-1.500875
0.8050096,-1.5551107,0.780805,-1.4982708
0.83916104,-1.5506356,0.79673094,-1.4953727
0.83173037,-1.5119796,0.8087383,-1.4932995
0.8616326,-1.5343225,0.83050734,-1.4895846
0.8602011,-1.5370152,0.8425672,-1.487641
0.8642838,-1.5273871,0.8569635,-1.4849778
0.89833176,-1.5095613,0.87101835,-1.4826211
0.8636073,-1.423502,0.88281626,-1.4806299
0.9072509,-1.4991844,0.8966268,-1.4781097
0.9258479,-1.5034811,0.90640926,-1.4763235
0.9201852,-1.4634421,0.9205264,-1.4736112
0.93941677,-1.5121584,0.9304184,-1.471895
0.93836725,-1.4724474,0.9421198,-1.4696468
0.94745684,-1.5169866,0.95434684,-1.4671096
0.96967304,-1.4927886,0.9645,-1.4652886
0.9677781,-1.4708011,0.97817254,-1.4628742
0.9901655,-1.5023136,0.9959213,-1.4594517
1.0075395,-1.4845219,1.0098885,-1.4569855
0.98756516,-1.4522877,1.0237032,-1.4541949
1.0055732,-1.4725039,1.0376546,-1.4518683
1.0254017,-1.4633093,1.0531605,-1.4489709
1.0259848,-1.4354591,1.067435,-1.4469633
1.049248,-1.4769149,1.0793118,-1.4443585
1.0573553,-1.4625058,1.0938475,-1.4402599
1.0446882,-1.4520233,1.1049223,-1.436117
1.0591633,-1.4450488,1.1186695,-1.429777
1.0918112,-1.4593642,1.1220716,-1.4279783
1.0711566,-1.4220188,1.1343821,-1.4222015
1.1077574,-1.4309182,1.137385,-1.4206376
1.1303444,-1.4776199,1.1389719,-1.4198178
1.1429725,-1.4169996,1.1667423,-1.4029593
1.1640613,-1.4384131,1.1754792,-1.396593
1.1687218,-1.4068735,1.1853328,-1.3884948
1.1758324,-1.4004867,1.1926979,-1.3823526
1.1860055,-1.4010894,1.2003825,-1.3745902
1.22081,-1.3788731,1.2053121,-1.370781
1.2057601,-1.3527544,1.2079749,-1.3680722
1.2143785,-1.3743322,1.2229574,-1.3523654
1.2258121,-1.3663948,1.2305076,-1.3434354
1.2363625,-1.3774817,1.2380764,-1.3351458
1.2461312,-1.342046,1.2454225,-1.3260871
1.2495135,-1.3466122,1.2516353,-1.3180423
1.277356,-1.3639483,1.2587422,-1.3083249
1.324854,-1.3354945,1.2644024,-1.2999116
1.329813,-1.2928071,1.2724215,-1.2877253
1.307406,-1.3311391,1.2778344,-1.2789584
1.3543485,-1.2932768,1.2788497,-1.2770951
1.3601582,-1.2752626,1.2917224,-1.2551004
1.3558114,-1.278538,1.2978585,-1.2438095
1.3757907,-1.3045452,1.308127,-1.2225578
1.3672731,-1.2974975,1.3159589,-1.2045187
1.359093,-1.2947247,1.3223404,-1.1880713
1.375846,-1.2992349,1.3278708,-1.1728177
1.3936511,-1.2393861,1.3326688,-1.1579683
1.3837072,-1.2532051,1.3366581,-1.14485
1.3923919,-1.2271936,1.3406802,-1.1316872
1.4087781,-1.1969161,1.3442812,-1.1181002
1.3903744,-1.2069445,1.3478798,-1.1024382
1.3903998,-1.2066445,1.3507894,-1.0889267
1.3863256,-1.1972868,1.3538088,-1.0725807
1.3936481,-1.1736526,1.3563927,-1.0563664
1.3898414,-1.1728506,1.3574493,-1.0447745
1.4011683,-1.136278,1.3593231,-1.030699
1.399294,-1.1325983,1.3608433,-1.0164821
1.3924588,-1.1151774,1.3618913,-1.0021933
1.3865573,-1.0853882,1.3635497,-0.9833201
1.417941,-1.0186459,1.3641243,-0.9716059
1.4098542,-1.04509,1.3644376,-0.9503438
1.4079381,-1.0390674,1.3645091,-0.9479476
1.4073882,-1.0414363,1.3640102,-0.91418463
1.407092,-1.0229663,1.3631192,-0.89524215
1.3963786,-1.0230718,1.360693,-0.8716194
1.3937324,-1.0271739,1.3583603,-0.85027087
1.4008591,-0.96035767,1.3559436,-0.8340509
1.3999425,-0.9334718,1.3527066,-0.817804
1.3993345,-0.90671974,1.3500508,-0.8039419
1.4017838,-0.90159714,1.3474756,-0.7927635
1.4058796,-0.87190896,1.3451768,-0.77910674
1.4054668,-0.8497331,1.3412093,-0.76332945
1.3998076,-0.86039877,1.3376414,-0.7499383
1.3927186,-0.84724116,1.3340696,-0.7392489
1.393233,-0.8277828,1.329379,-0.7241726
1.38601,-0.80089474,1.3273337,-0.71797186
1.3274689,-0.76986754,1.3177522,-0.692882
1.3949358,-0.7534412,1.3119661,-0.6784523
1.3880832,-0.7382875,1.3069915,-0.6665398
1.3516467,-0.6847689,1.3011236,-0.6552368
1.3266846,-0.664159,1.2968019,-0.645328
1.3226941,-0.6515683,1.29184,-0.63562834
1.3255847,-0.6332347,1.2854912,-0.6246148
1.3249608,-0.6210033,1.2807169,-0.61560154
1.3268342,-0.57628757,1.2758317,-0.6064967
1.3285055,-0.59706014,1.2690827,-0.5958847
1.3294638,-0.5707574,1.2635419,-0.58716303
1.3349363,-0.54683197,1.2567195,-0.57725513
1.3300576,-0.5494582,1.2500465,-0.56745934
1.3164226,-0.52643466,1.2401707,-0.5549936
1.3199378,-0.49503452,1.2351648,-0.548924
