True_X,True_Y,Pred_X,Pred_Y
15.878,1.8682654,15.156526,3.5851004
15.878,1.9777167,15.249412,2.356291
15.878,2.0330718,15.39845,2.8602698
15.878,2.1223967,15.502282,2.4320242
15.878,2.2217886,15.541092,2.2980254
15.878,2.2909834,15.428131,2.228186
15.878,2.372759,15.2253,1.8861563
15.878,2.4734023,15.134648,1.6404936
15.878,2.5350516,15.083215,1.4456732
15.878,2.6243765,15.025933,1.520201
15.878,2.7262824,15.046568,1.4139693
15.878,2.7891867,15.034459,1.2179091
15.878,2.8785117,15.106476,1.4596426
15.878,2.9791586,15.162957,1.1002142
15.878,3.0395453,15.218515,0.8983214
15.878,3.1288702,15.217048,1.063597
15.878,3.23329,15.227098,0.69702744
15.878,3.2924216,15.155241,1.4354537
15.878,3.3830054,15.257812,1.6270812
15.878,3.4836524,15.347874,1.3119643
15.878,3.5415251,15.300276,1.4830687
15.878,3.6346228,15.131133,1.9342101
15.878,3.7365286,15.100023,2.1182845
15.878,3.7918837,15.120405,1.9580863
15.878,3.887499,15.200077,1.5599692
15.878,3.99066,15.254916,2.0196059
15.878,4.046019,15.3880205,2.0846694
15.878,4.139117,15.472143,1.755667
15.878,4.2397637,15.473325,2.2527068
15.878,4.2963777,15.4265175,2.7939627
15.878,4.391993,15.419016,2.8309233
15.878,4.49264,15.353471,2.5175803
15.878,4.547995,15.343101,3.0060408
15.878,4.6436105,15.459683,3.2592642
15.878,4.7442575,15.514675,3.3708823
15.878,4.8008714,15.491611,3.2643225
15.878,4.8977456,15.400643,3.8766882
15.878,4.9971337,15.380429,4.1599374
15.878,5.05123,15.392083,4.19908
15.878,5.149367,15.466009,4.204104
15.878,5.248751,15.528117,4.6484323
15.878,5.30411,15.610333,4.7255197
15.878,5.4022393,15.61926,4.78142
15.878,5.5016313,15.559121,5.2614007
15.878,5.5544686,15.479967,5.5755525
15.878,5.661406,15.407154,5.2744775
15.878,5.753245,15.426463,5.1843743
15.878,5.806086,15.475906,5.2444215
15.878,5.9092507,15.488568,5.6413674
15.878,5.9583154,15.486144,5.282347
15.878,6.0577035,15.368627,5.5760293
15.878,6.162127,15.201482,6.1993814
15.878,6.209933,15.021541,6.628123
15.878,6.31058,14.944086,6.2630486
15.878,6.4124856,15.152633,6.1718316
15.878,6.465327,15.121583,6.619288
15.878,6.560942,15.126416,6.5335755
15.878,6.664103,15.094703,6.3208337
