True_X,True_Y,Pred_X,Pred_Y
15.878,3.5046402266288936,15.9311905,5.749751
15.878,3.5880840415486333,15.753468,6.794429
15.878,3.6715278564683658,15.358195,5.13684
15.878,3.7549716713881054,15.83161,3.8270295
15.878,3.838415486307838,15.437091,5.9143133
15.878,3.9218593012275704,15.3302765,4.77238
15.878,4.00530311614731,15.45441,4.5758963
15.878,4.088746931067043,15.5713005,5.6951704
15.878,4.172190745986782,15.157622,6.382888
15.878,4.255634560906515,15.510314,5.591529
15.878,4.339078375826247,15.599815,4.6804953
15.878,4.422522190745987,15.39708,7.8524923
15.878,4.505966005665719,15.606911,7.3807783
15.878,4.589409820585459,15.736438,6.4130507
15.878,4.6728536355051915,15.972651,6.1372175
15.878,4.756297450424931,15.954246,5.5027914
15.878,4.839741265344664,16.003502,5.068549
15.878,4.923185080264403,15.64908,6.443656
15.878,5.006628895184136,15.831357,6.2829657
15.878,5.090072710103868,15.910119,5.6999235
15.878,5.173516525023608,15.052027,8.273105
15.878,5.25696033994334,15.57433,6.323306
15.878,5.34040415486308,15.735473,6.5009756
15.878,5.423847969782813,15.708868,7.923259
15.878,5.507291784702552,15.610562,7.320121
15.878,5.590735599622285,15.379936,7.473983
15.878,5.674179414542024,15.099393,9.068782
15.878,5.757623229461757,15.605118,7.655467
15.878,5.841067044381489,15.893417,7.570163
15.878,5.924510859301229,16.05857,7.6107664
15.878,6.0079546742209615,16.212036,7.4305296
15.878,6.091398489140701,15.91177,8.41262
15.878,6.174842304060434,15.9166565,9.238883
15.878,6.258286118980166,15.9515705,9.539481
15.878,6.341729933899906,16.36185,8.349353
15.878,6.425173748819638,15.776668,11.076709
15.878,6.508617563739378,15.78202,10.3798895
15.878,6.5920613786591105,16.35435,9.18188
15.878,6.67550519357885,15.994058,9.809512
15.878,6.758949008498583,15.657489,11.006274
15.878,6.842392823418322,15.890273,10.198028
15.878,6.925836638338055,15.403444,12.288106
15.878,7.009280453257787,15.687047,9.717448
15.878,7.092724268177527,15.60836,9.85366
15.878,7.176168083097259,15.802539,8.571929
15.878,7.259611898016999,16.013535,8.46223
