Predicted_X,Predicted_Y,True_X,True_Y
16.52672,12.580725,15.878,6.918238
16.56237,10.543509,15.878,6.9685655
16.563633,10.39813,15.878,7.06795
16.588932,9.459841,15.878,7.1698556
16.586554,9.934668,15.878,7.220179
16.56647,10.276533,15.878,7.319571
16.552454,10.267233,15.878,7.4265046
16.528334,10.544065,15.878,7.4705377
16.540958,10.129255,15.878,7.5711884
16.587418,9.466658,15.878,7.6730943
16.61409,8.258234,15.878,7.7259316
16.62349,7.55353,15.878,7.821547
16.601757,8.885057,15.878,7.9259706
16.580303,9.635237,15.878,7.975035
16.554625,10.331327,15.878,8.076937
16.545866,10.859705,15.878,8.1775875
16.558609,11.438807,15.878,8.230425
16.58271,11.19887,15.878,8.328558
16.583454,10.94039,15.878,8.430464
16.583593,11.903463,15.878,8.480783
16.580845,12.175953,15.878,8.585207
16.56806,12.528173,15.878,8.683336
16.547907,12.461374,15.878,8.733664
16.552303,12.32107,15.878,8.834311
16.55422,12.126741,15.878,8.933699
16.568857,12.017767,15.878,8.985277
16.550821,12.507528,15.878,9.085928
16.53379,13.494957,15.878,9.186575
16.527676,13.827921,15.878,9.236898
16.526442,14.2034855,15.878,9.341318
16.522179,14.865179,15.878,9.439451
16.539703,14.90148,15.878,9.488516
16.53123,15.042177,15.878,9.594198
16.524132,15.017498,15.878,9.691069
16.52798,14.8240185,15.878,9.741392
16.53478,14.683767,15.878,9.844557
16.529568,14.352524,15.878,9.945204
16.529922,14.644037,15.878,9.994268
16.522673,15.010054,15.878,10.09617
16.533966,14.520189,15.878,10.196821
16.555262,14.05794,15.878,10.245886
16.537554,13.75238,15.878,10.351564
16.534584,14.179279,15.878,10.4496975
16.524595,14.081261,15.878,10.498762
16.52985,14.5903,15.878,10.599409
16.53748,15.371222,15.878,10.703833
16.548504,15.047316,15.878,10.751638
16.551638,14.965342,15.878,10.858576
16.547918,15.222626,15.878,10.956705
16.551609,15.2619915,15.878,11.013323
16.55544,15.427769,15.878,11.103903
16.544916,15.729103,15.878,11.209585
16.537895,16.643528,15.878,11.256132
16.54616,16.067373,15.878,11.355524
16.561802,16.121265,15.878,11.462458
16.57697,15.577206,15.878,11.507753
16.58009,14.93947,15.878,11.609655
16.559427,15.8135395,15.878,11.710302
16.545174,15.700823,15.878,11.763144
16.541735,15.59614,15.878,11.861277
16.541891,16.081833,15.878,11.926695
16.545895,16.194727,15.878,12.014761
16.546164,15.753988,15.878,12.112892
16.542915,15.940342,15.878,12.185862
16.5423,16.56041,15.878,12.267639
16.531548,16.55646,15.878,12.36451
16.511372,17.245718,15.878,12.423639
16.492918,18.1032,15.878,12.520514
16.503372,17.69438,15.878,12.618645
16.502893,18.302042,15.878,12.6765175
16.506128,17.902822,15.878,12.77339
16.494741,18.07111,15.878,12.871519
16.468576,18.756615,15.878,12.928133
16.45317,19.054827,15.878,13.021233
16.455791,18.984406,15.878,13.123138
16.463774,19.424866,15.878,13.178495
16.483315,19.048988,15.878,13.277884
16.48854,18.612495,15.878,13.377274
16.485874,18.715,15.878,13.430111
16.492235,18.258512,15.878,13.529501
16.502108,18.564117,15.878,13.638958
16.506699,18.291504,15.878,13.680475
16.510656,18.228645,15.878,13.7786045
16.522648,17.440248,15.878,13.884283
16.519781,18.558283,15.878,13.934605
16.526482,17.758123,15.878,14.031481
16.524958,18.064127,15.878,14.1359005
16.51861,18.135382,15.878,14.186224
16.500395,18.311457,15.878,14.284355
16.496397,18.33901,15.878,14.385004
16.50873,18.774485,15.878,14.437843
16.512764,18.590721,15.878,14.5359745
16.519947,18.31025,15.878,14.639139
16.516062,17.800724,15.878,14.698269
16.501163,18.23614,15.878,14.787594
16.503376,18.456894,15.878,14.890757
16.480497,19.484316,15.878,14.942337
16.490055,19.255644,15.878,15.041727
16.504593,18.915022,15.878,15.146149
16.516836,18.786985,15.878,15.196472
16.520678,18.571686,15.878,15.294601
16.51567,19.05974,15.878,15.399023
16.508467,19.421045,15.878,15.446831
16.487528,19.63403,15.878,15.546221
16.501574,19.76339,15.878,15.646868
16.491304,20.138683,15.878,15.69845
16.479326,20.206116,15.878,15.797838
16.498663,19.807755,15.878,15.899744
16.499666,19.584658,15.878,15.9500675
16.487446,20.207348,15.878,16.05449
16.460018,21.346628,15.878,16.15262
16.440378,21.612133,15.878,16.201687
16.455757,21.623606,15.878,16.30359
16.460499,21.50699,15.878,16.404238
16.460867,21.966986,15.878,16.460854
16.458403,21.752676,15.878,16.555208
16.477465,21.40076,15.878,16.655857
16.477083,21.451956,15.878,16.70618
16.483452,21.491688,15.878,16.814377
16.49146,21.127308,15.878,16.906216
16.491064,21.561289,15.878,16.957798
16.480505,22.02121,15.878,17.06222
16.493914,21.371374,15.878,17.16035
16.488964,21.648872,15.878,17.210674
16.482306,22.114666,15.878,17.315096
16.467161,22.432856,15.878,17.413227
16.461172,22.42681,15.878,17.462292
16.455034,22.49948,15.878,17.564198
16.447403,22.67788,15.878,17.664845
16.458109,22.866419,15.878,17.715168
16.475935,22.181187,15.878,17.81959
16.47687,21.935827,15.878,17.88501
