Epoch,Train_Loss,Val_Loss,Train_Jerk_Loss,Val_Jerk_Loss
1,0.43029885987440747,0.5022509867946306,2784.3643391927085,2269.0436401367188
2,0.42269978920618695,0.49531487251321477,2207.375732421875,1801.1217244466145
3,0.41694381833076477,0.48738925034801167,1806.7234497070312,1629.3529968261719
4,0.4106905907392502,0.4768996313214302,1663.2491048177083,1910.098124186198
5,0.40077877044677734,0.46299948046604794,1871.9069010416667,2516.4622395833335
6,0.38463211556275684,0.4438154771924019,2405.5392252604165,3301.888956705729
7,0.36118076741695404,0.4181720167398453,3154.733194986979,4209.119689941406
8,0.33410175144672394,0.3830512873828411,4073.2491861979165,5116.6350504557295
9,0.2951110005378723,0.3388186916708946,5195.284423828125,6112.892272949219
10,0.25085032482941944,0.2826553446551164,6358.561442057292,7206.3376057942705
11,0.20145044972499213,0.21828114613890648,7389.467203776042,8152.375244140625
12,0.15704762190580368,0.16356307081878185,7907.432779947917,8178.389811197917
13,0.12488171209891637,0.12991940726836523,7265.886555989583,6663.962890625
14,0.1067650926609834,0.11344534779588382,5420.101318359375,4224.5279541015625
15,0.09926024203499158,0.10522496824463208,3323.777791341146,2622.5354207356772
16,0.09223910421133041,0.09957894682884216,2265.6944986979165,2248.6876424153647
17,0.08721063286066055,0.0931232428799073,2011.1660563151042,2056.9193115234375
18,0.08170246084531148,0.08560347060362498,1755.1647338867188,1457.7309875488281
19,0.07462676614522934,0.07705282357831796,1460.0608317057292,1267.7474263509114
20,0.0685657976816098,0.06864961422979832,1580.5407104492188,1595.0606384277344
21,0.06171047625442346,0.061312862671911716,1800.1403401692708,1815.4567972819011
22,0.05458131805062294,0.05340848738948504,1862.7385864257812,2002.9466145833333
23,0.04977296479046345,0.048752542585134506,1964.6543579101562,2202.2737019856772
24,0.044260489443937935,0.045523141510784626,2117.643513997396,2406.623331705729
25,0.04085747338831425,0.04289591948812207,2239.4241333007812,2558.4159545898438
26,0.037448729698856674,0.04043585682908694,2375.119873046875,2658.3143107096353
27,0.033935511484742165,0.03810339995349447,2479.6766357421875,2684.0025431315103
28,0.03018409200012684,0.0346025248679022,2479.647705078125,2656.3031412760415
29,0.02654796342055003,0.03376101050525904,2483.3851725260415,2642.403116861979
30,0.024198827023307484,0.03081444837152958,2478.010782877604,2537.279337565104
31,0.021448764950037003,0.027754790770510834,2386.351847330729,2427.3771769205728
32,0.019055564266939957,0.025898700424780447,2224.048583984375,2232.0952758789062
33,0.017381873602668445,0.023987350209305685,2084.2788899739585,1999.7675170898438
34,0.016130894422531128,0.022885224781930447,1825.8875732421875,1742.9290364583333
35,0.01474150518576304,0.02136817015707493,1647.496561686198,1505.4828491210938
36,0.014051092633356651,0.020876907122631867,1456.7234293619792,1338.9276733398438
37,0.013039042241871357,0.020584807265549898,1394.5780436197917,1201.7674865722656
38,0.01235912942017118,0.019704704483350117,1284.143310546875,1111.0596516927083
39,0.01239356817677617,0.019133401568979025,1219.273905436198,1082.8799794514973
40,0.011829638853669167,0.018615076784044504,1207.6420491536458,1103.0160420735676
41,0.011231112759560347,0.018329070881009102,1222.5682779947917,1117.4001363118489
42,0.010739011224359274,0.01799346972256899,1218.7816975911458,1126.4264729817708
43,0.010436097315202156,0.017676697733501594,1181.5260213216145,1120.8264668782551
44,0.009664588142186403,0.017396549383799236,1195.5829671223958,1127.4391276041667
45,0.009557763890673717,0.017016890769203503,1191.0606892903645,1118.9318440755208
46,0.009114234087367853,0.016722083867837984,1164.1541544596355,1120.9225769042969
47,0.009019602711002031,0.016178760677576065,1168.7896931966145,1119.0135599772136
48,0.008643415135641893,0.015852077553669613,1111.8367716471355,1107.88232421875
49,0.007946087823559841,0.015689257842799027,1142.04296875,1106.5911254882812
50,0.00775704113766551,0.015533874277025461,1136.3506266276042,1095.6222635904949
51,0.007310767735665043,0.015197195733586947,1144.419677734375,1088.5586547851562
52,0.007342826730261247,0.014418074085066715,1122.6720174153645,1064.6820475260417
53,0.007075183792039752,0.014360113302245736,1081.892354329427,1052.5834554036458
54,0.007097306506087382,0.01467577259366711,1083.760233561198,1065.6167805989583
55,0.0066693255212157965,0.014480244368314743,1069.7727864583333,1069.3153584798176
56,0.006357704754918814,0.013970719495167335,1079.957784016927,1046.0926411946614
57,0.006078365336482723,0.013388485880568624,1074.3248494466145,1025.3302510579426
58,0.006324825032303731,0.013424901757389307,1073.8196207682292,1026.2176666259766
59,0.0055956703921159106,0.013539177443211278,1045.1179504394531,1032.5649820963542
60,0.005710378599663575,0.013451412630577883,1072.5550740559895,1020.8409627278646
61,0.005435730408256252,0.01319104068291684,1047.1697998046875,1010.1670074462891
62,0.005374819738790393,0.012663583736866713,1092.6318461100261,991.4167938232422
