Epoch,Train_Loss,Val_Loss,Train_Jerk_Loss,Val_Jerk_Loss
1,0.43569376567999524,0.5028653368353844,1750.994140625,1597.545654296875
2,0.43083911140759784,0.5010883087913195,1457.1424153645833,1321.6236165364583
3,0.42983416716257733,0.4991547303895156,1201.8875935872395,1071.8397623697917
4,0.42857973277568817,0.4969118572771549,975.898447672526,850.8782958984375
5,0.42414728303750354,0.4941461533308029,775.9677124023438,659.8350779215494
6,0.42021627227465314,0.4902125932276249,619.6259562174479,531.6750284830729
7,0.41849536697069806,0.4844767066339652,536.8890380859375,533.4988454182943
8,0.41404016812642414,0.4757721150914828,545.6568196614584,700.7397969563802
9,0.40422409276167554,0.46242167552312213,715.6567789713541,1049.0481465657551
10,0.38733984529972076,0.44241101667284966,1087.6959025065105,1641.7872568766277
11,0.36552538971106213,0.4141126809020837,1672.6151733398438,2556.975107828776
12,0.3260473956664403,0.3746003893514474,2583.2692057291665,3748.1666666666665
13,0.2768624424934387,0.3247757777571678,3827.2578938802085,5167.322591145833
14,0.22599575171868005,0.2631004254023234,5135.244954427083,6294.1742757161455
15,0.1742971415321032,0.196322459106644,5846.152506510417,6401.8680419921875
16,0.13533125072717667,0.15421177571018538,5523.46630859375,5700.5343831380205
17,0.11544871826966603,0.13216833459834257,4415.436930338542,4056.6612548828125
18,0.103422861546278,0.11771578559031089,2888.8151041666665,2381.401896158854
19,0.09553740173578262,0.10345168846348922,1928.5077514648438,1625.4034322102864
20,0.08774849648276965,0.09398489538580179,1732.418192545573,1401.0338134765625
21,0.08280643324057262,0.0903338324278593,1570.5728963216145,1139.1993306477864
22,0.07604689399401347,0.08425794309005141,1324.3221435546875,1252.490478515625
23,0.07013999794920285,0.07576084074874719,1377.8045857747395,1389.941426595052
24,0.06426959857344627,0.06885778748740752,1410.4264729817708,1398.8848368326824
25,0.057123128324747086,0.05896121542900801,1414.5164591471355,1329.8480631510417
26,0.05006418811778227,0.04793244041502476,1407.257832845052,1322.3062337239583
27,0.041190500681598984,0.0397594685976704,1403.127665201823,1336.9615275065105
