True_X,True_Y,Pred_Raw_X,Pred_Raw_Y,Pred_KF_X,Pred_KF_Y
6.0323343,3.5127885,6.0954514,3.5170596,6.095451354980469,3.517059564590454
6.025515,3.515046,6.0836315,3.5319934,6.085994720458984,3.529007911682129
6.0204763,3.5165236,6.082117,3.5402546,6.081894085020854,3.5388677954987986
6.014495,3.518095,6.0801477,3.539953,6.07930479000419,3.5422377282627684
6.0082674,3.5199938,6.0813637,3.5377347,6.079142283953133,3.5418898505572036
6.003389,3.5213928,6.0689244,3.5505676,6.072559029021366,3.5482901636752344
5.996998,3.5233233,6.0671406,3.546206,6.068087768882106,3.5496340450942263
5.9929814,3.5244977,6.0641603,3.5427492,6.064226266939209,3.548746915313411
5.987479,3.5261679,6.061981,3.5443401,6.061031520180717,3.548639005857827
5.983325,3.527367,6.0561233,3.5425498,6.056887967193805,3.5477812071567216
5.978061,3.5289745,6.0538836,3.5436535,6.053374495660847,3.5474437120230107
5.9728985,3.5304723,6.053403,3.5454595,6.050854497879297,3.547690157860473
5.966757,3.5323274,6.060262,3.5280006,6.051287369369832,3.5424366985753006
5.961586,3.5338645,6.049163,3.535351,6.048588396116337,3.5404692594819487
5.9553514,3.5358324,6.0406017,3.5497446,6.04423639341369,3.543007499452232
5.950155,3.5374582,6.041244,3.5527058,6.041155346049146,3.54587828112956
5.9458604,3.53869,6.038124,3.5546222,6.038066648175586,3.5487157263628313
5.9415975,3.5399947,6.0199246,3.569271,6.030922890967982,3.5549274083428353
5.937265,3.5413644,6.022155,3.5684876,6.025881262446464,3.5597877753320084
5.932066,3.5429506,6.0224047,3.5669482,6.022101457497048,3.563274230486315
5.9278293,3.5441966,6.035126,3.5502622,6.022670931567751,3.5615934838188705
5.923602,3.5455613,6.0381904,3.5414615,6.024362033288609,3.557620513890641
5.919296,3.5468633,6.0282526,3.5446599,6.023532768122518,3.5549124753741412
5.914288,3.5483787,6.018499,3.5555153,6.020548835122853,3.5553615844855275
5.9092216,3.5499134,6.00726,3.5667167,6.015327337489733,3.558628660579795
5.9051957,3.5511043,6.011446,3.572579,6.012255975554093,3.5628851347744273
5.902673,3.5518892,6.005937,3.5760427,6.008516057402711,3.567307196301891
