True_X,True_Y,Pred_Raw_X,Pred_Raw_Y,Pred_KF_X,Pred_KF_Y
4.5163116,1.3789711,4.4791164,1.4155287,4.479116439819336,1.415528655052185
4.504962,1.3900408,4.462842,1.4270117,4.466095447540283,1.4247159957885742
4.491568,1.4032011,4.449461,1.4318112,4.452123142910417,1.431153006494647
4.4784107,1.4164348,4.4354105,1.4408303,4.437319935597847,1.4395344981082077
4.4651017,1.4302502,4.420716,1.4550053,4.422301599272106,1.4516125981013306
4.4542265,1.4412525,4.4013457,1.4574199,4.404812417437279,1.4587716819347811
4.441584,1.4539233,4.384426,1.4607805,4.387408166344967,1.464028401583138
4.429193,1.4664959,4.3686194,1.4678816,4.370575934984925,1.4699535459160156
4.4187636,1.4767472,4.351279,1.4729079,4.353474239345327,1.4754500142122247
4.406646,1.4886793,4.3407726,1.4838362,4.338727117562388,1.4828630550106554
4.394608,1.5003306,4.3331904,1.4981259,4.326493992478578,1.492660249443536
4.384693,1.5103952,4.32117,1.5054318,4.314520231913607,1.5018089572486935
4.37226,1.5220755,4.3108196,1.5131228,4.30323626678089,1.5106143960967158
4.3618865,1.5319444,4.2986403,1.5257158,4.291912827382056,1.5206098293863497
4.3493695,1.5436945,4.282213,1.5399001,4.2793413280684405,1.531955692922549
4.3368907,1.555363,4.270911,1.5501015,4.267214078729363,1.5432373698708246
4.3243923,1.5670692,4.272076,1.5664601,4.258829540667457,1.5561295073379793
4.3140097,1.5766015,4.2577257,1.5720254,4.249298553147947,1.5674095647516026
4.301663,1.5880752,4.2475834,1.5920548,4.239903566839544,1.5811788107102327
4.2916064,1.5973365,4.2355056,1.6108531,4.230079034576881,1.5966706736101586
4.279376,1.6084579,4.2224913,1.6312486,4.2196167395381154,1.6139764692445364
4.269257,1.6175625,4.214671,1.6549449,4.209955130759583,1.633606200759638
4.2572265,1.6284574,4.2055655,1.6744677,4.2006178830913905,1.6540169933342743
4.2532563,1.6321735,4.1930966,1.6900743,4.190650204149968,1.6739515467778558
4.237151,1.646628,4.185797,1.7109964,4.181474138612033,1.6947623822491098
4.225084,1.6577208,4.1737237,1.7284822,4.1717064904214185,1.7153274840468615
4.2156315,1.6660455,4.158384,1.7400844,4.160559342612832,1.7340548490264258
4.2043295,1.6757642,4.1460814,1.7578111,4.149026392504884,1.7527525550722327
4.1933413,1.6857255,4.1332874,1.7619604,4.1370503723852705,1.767840655036274
4.1845202,1.6942203,4.1192374,1.7728242,4.124387292339303,1.7815979753086373
4.174149,1.7044401,4.1169124,1.790658,4.114229234335853,1.796083769877903
4.1659408,1.7130911,4.109919,1.7970676,4.105001763036375,1.8082494454753364
4.156327,1.7237003,4.1002765,1.8063879,4.095854766493286,1.8192414417516294
4.1470547,1.7346752,4.0874743,1.813431,4.085922186182372,1.8287071612997465
4.1394844,1.7441908,4.075022,1.8207285,4.075390638685133,1.8370190809212732
4.130639,1.7558051,4.062661,1.8302234,4.064366723993568,1.845014227269532
4.1236377,1.7657418,4.06363,1.8399897,4.056411925885389,1.8529039290599179
4.1151204,1.7776037,4.056897,1.8423755,4.049053861674019,1.858858831566029
4.1084733,1.787907,4.047582,1.8469292,4.0414857369599995,1.8638140658386229
4.1005645,1.8007034,4.0404534,1.8464779,4.034266744315029,1.86670735824959
4.0941486,1.8111892,4.030241,1.8507215,4.0265031730912275,1.8691761024485933
4.088112,1.8217244,4.028688,1.8593291,4.020506390412638,1.8725399879759
4.081201,1.8346261,4.029978,1.8670733,4.016728425752702,1.8765409236198247
4.075051,1.8474681,4.0280666,1.8716804,4.013947585901304,1.8803363902174215
4.0697684,1.8586932,4.0252523,1.8792177,4.011700671015913,1.8847771064274812
4.063908,1.8721318,4.0319204,1.8914565,4.012304555057931,1.8910421576582903
4.0590844,1.8835503,4.030327,1.9029201,4.013088078569485,1.8986817837577714
4.0547447,1.8945584,4.034701,1.9137381,4.015472563103515,1.9073149816597392
4.0497227,1.9084028,4.038565,1.9192896,4.018982848118502,1.9153896463511122
4.044903,1.9220998,4.0331798,1.9238486,4.020920910147186,1.9226954010441986
4.041356,1.9334314,4.0308523,1.9234741,4.022215362142365,1.928038234713898
4.037202,1.947219,4.036283,1.9326221,4.024922788050192,1.9342001207321222
4.0344296,1.9589574,4.046754,1.9420027,4.030095824334462,1.9411425575211994
4.0317698,1.9729035,4.0411415,1.9477556,4.033090362498724,1.9478071733168234
