True_X,True_Y,Pred_Raw_X,Pred_Raw_Y,Pred_KF_X,Pred_KF_Y
4.9341455,3.514654,4.9539876,3.4679291,4.9539875984191895,3.4679291248321533
4.928475,3.5145483,4.9208207,3.4941423,4.9274516105651855,3.4889018535614014
4.9048815,3.514232,4.8880296,3.4888237,4.894906591262905,3.491599440666374
4.8806896,3.5133042,4.8691077,3.485477,4.869596099020189,3.489384485993208
4.8553314,3.512405,4.865831,3.4653883,4.8575479815892955,3.4757781914048222
4.8332896,3.5119848,4.8597198,3.4756846,4.849373286200036,3.474174971934233
4.810619,3.5114818,4.848835,3.450683,4.840458821203056,3.4613902978537374
4.7797008,3.5109408,4.806781,3.4658887,4.817467861141657,3.4603446938471283
4.753486,3.5105088,4.784624,3.4689202,4.794441161153012,3.4611110694137657
4.7336,3.5100234,4.7685304,3.472631,4.77365877050011,3.4631986212215606
4.7164235,3.5094721,4.7504377,3.4599488,4.7536491891964925,3.460499579393251
4.699233,3.508862,4.742228,3.4339747,4.7373570399015374,3.450271846070331
4.676691,3.5079093,4.7369595,3.3998442,4.724589404818928,3.432236734328774
4.651348,3.50687,4.7218432,3.3990262,4.7114957865208416,3.418315526103569
4.62887,3.505596,4.7135916,3.3979027,4.700099559605498,3.4074497085333566
4.6062326,3.5045257,4.6970973,3.4068327,4.687718274005048,3.401776693313482
4.589654,3.5032787,4.6871505,3.3913636,4.676311251414401,3.393603588492678
4.570143,3.5020454,4.665316,3.370284,4.662477187698764,3.38188828644683
4.553573,3.5007915,4.6565323,3.3754723,4.650086099378793,3.3742551093851576
4.5398345,3.4996598,4.633203,3.378695,4.635041038376266,3.3695323760800946
4.5232368,3.4986749,4.615371,3.3932533,4.619195353856588,3.370217515528008
4.5069017,3.497644,4.599542,3.3956723,4.603210483280731,3.3722219288367175
4.4930973,3.496748,4.5704975,3.4028442,4.583667218913598,3.3764684132402065
4.4712157,3.4951646,4.542128,3.395288,4.561312127800794,3.3786338564985066
4.4547167,3.4940991,4.536006,3.396839,4.542467139115103,3.381276962680993
4.435563,3.4928992,4.535403,3.401861,4.528144140068583,3.3851400930422346
4.4245486,3.4921033,4.526965,3.3994665,4.515639335007504,3.3880100961434096
4.402394,3.4904687,4.504473,3.394099,4.500958791293094,3.389166894998579
4.388776,3.489621,4.4520097,3.3851476,4.476533632628842,3.387870278417044
4.3833933,3.4891267,4.4218526,3.4000838,4.449666303186413,3.390713502355964
4.3584795,3.4872425,4.3944983,3.3972838,4.421602065603486,3.392441546685875
4.3419185,3.4860246,4.3877196,3.3898907,4.398060972438725,3.39197100287588
4.3280025,3.4848087,4.3682423,3.387299,4.375184792860267,3.3908659784513957
4.311412,3.4834678,4.3335614,3.3734884,4.348955861953124,3.3863024073869137
4.2948627,3.4822152,4.335124,3.3755062,4.329400107273882,3.3829667880684116
4.27818,3.4807057,4.301056,3.3594258,4.306270946406659,3.376013153182301
