True_X,True_Y,Pred_X,Pred_Y,Pred_X_Smooth,Pred_Y_Smooth
5.664971,3.5815659,5.779184,3.5189373,5.7609633803367615,3.520848661661148
5.6587954,3.580656,5.7762165,3.5186281,5.7577470143636065,3.521369695663452
5.653432,3.5799725,5.7709284,3.5189328,5.754474067687989,3.5218622207641603
5.6491237,3.5794446,5.76421,3.5201037,5.7511913993141865,3.5223466699773613
5.6447434,3.578952,5.758176,3.5211182,5.747890631357829,3.5228058894475303
5.6395516,3.5783608,5.753192,3.5217774,5.7444335497342625,3.523296466240516
5.6351256,3.5778291,5.7465,3.5230207,5.740701641355242,3.5238148314612254
5.63077,3.5774565,5.7393003,3.524271,5.736686007181803,3.5243408838907877
5.6252923,3.5769913,5.732016,3.525538,5.729230785369873,3.5252551078796386
5.6210294,3.5764768,5.7250175,3.526295,5.7210891087849935,3.5262206554412843
5.6156135,3.5758967,5.7183647,3.5271912,5.7127579053243,3.5271547476450604
5.6110992,3.5755084,5.711582,3.5278573,5.704496351877848,3.5280287901560468
5.605701,3.5749815,5.7029486,3.5291834,5.696243572235107,3.528854020436605
5.601133,3.5744112,5.692187,3.5305536,5.687999184926351,3.5296318848927815
5.5939302,3.573662,5.680467,3.5317056,5.679903984069824,3.530348046620687
5.587867,3.5731044,5.6673555,3.5326507,5.672000567118327,3.5310145060221356
5.582423,3.572588,5.6540914,3.5331113,5.664320627848308,3.531621058781942
5.578906,3.5722332,5.6459603,3.5329442,5.656876754760742,3.532236846288045
5.570778,3.5714548,5.640287,3.5332143,5.649719746907552,3.5328179836273192
5.5627804,3.5706627,5.634384,3.5334966,5.642811012268067,3.533403523763021
5.554587,3.5698414,5.629526,3.5334454,5.636384805043538,3.5339468161265057
5.545632,3.568973,5.625072,3.5337632,5.63065751393636,3.5344512939453123
5.539487,3.5682576,5.620749,3.534268,5.62576052347819,3.534920263290405
5.5322895,3.5675068,5.616817,3.5346363,5.621682802836101,3.5353556950887044
5.527096,3.5669355,5.6133595,3.5355318,5.618425432840983,3.535820659001668
5.5199256,3.5660515,5.6110096,3.5359082,5.615590063730876,3.536345688501994
5.514656,3.5654657,5.607951,3.5366404,5.613032881418864,3.5368295192718504
5.5101404,3.5649214,5.6065555,3.5373328,5.610653877258301,3.537360191345215
5.5037684,3.5642767,5.6062775,3.5381207,5.608317565917969,3.537964407602946
5.4982677,3.5637825,5.6070123,3.5387402,5.606022103627523,3.5385782718658447
5.4928966,3.5632217,5.6061897,3.5391822,5.60370626449585,3.5391722202301024
5.4875093,3.5626366,5.605231,3.5400858,5.60120636622111,3.5398090362548826
5.483062,3.5621748,5.60343,3.5408196,5.598386319478353,3.54044984181722
5.4761643,3.5614452,5.601929,3.5404718,5.59511365890503,3.541186459859212
5.468069,3.5606723,5.598699,3.5414567,5.591340478261312,3.5419569492340086
5.462864,3.5600975,5.5944815,3.5425086,5.587047036488851,3.5426921367645265
5.4550333,3.5593095,5.59064,3.5429711,5.582327556610108,3.5434218565622966
5.4454803,3.5583274,5.5860114,3.5431771,5.577081902821859,3.544141991933187
5.4395123,3.5576863,5.5793185,3.5441885,5.571403503417969,3.544894075393677
5.433241,3.5569844,5.5710588,3.5451438,5.565498224894205,3.5455626964569094
5.427713,3.5564678,5.5619197,3.5469575,5.559448528289795,3.54616109530131
5.425962,3.556226,5.5513535,3.5481977,5.55299825668335,3.5468873023986816
5.425015,3.5561218,5.542154,3.5483606,5.546011734008789,3.547567303975423
5.40887,3.5543256,5.5354853,3.5490665,5.538586107889811,3.548072671890259
5.4028587,3.5537179,5.5283275,3.5495422,5.530626710255941,3.548583730061849
5.3976564,3.5532262,5.5210137,3.5504634,5.522090148925781,3.549113464355469
5.392231,3.5526133,5.5166516,3.550115,5.513131395975749,3.5496069113413493
5.3868637,3.5519984,5.5126843,3.5497956,5.504039700826009,3.5498183727264405
5.3816204,3.5514584,5.505175,3.551365,5.494850889841715,3.5498007933298745
5.377234,3.5510163,5.4939013,3.5516567,5.485567061106364,3.54966082572937
5.369972,3.5501697,5.483097,3.5500891,5.47619530359904,3.549527883529663
5.364741,3.549678,5.471249,3.550637,5.466680558522542,3.549177138010661
5.3584647,3.5489511,5.457963,3.5511231,5.45708433787028,3.5484894434611003
5.3529243,3.5482366,5.444937,3.5515902,5.447450828552246,3.5475563685099285
5.347586,3.5476193,5.4346833,3.5483158,5.437540944417318,3.5463096618652346
5.341932,3.546899,5.4240875,3.5466938,5.427372900644938,3.5448622067769366
5.3366,3.5462606,5.412096,3.5460982,5.417221037546794,3.5429038365681964
5.3322296,3.545824,5.4015775,3.5463665,5.4073533376057945,3.540511417388916
5.327662,3.545188,5.392764,3.5438054,5.397867520650228,3.5377634048461912
5.323183,3.544662,5.384384,3.5392268,5.388736375172933,3.5347277482350665
5.3179035,3.544075,5.376511,3.5364673,5.379808139801026,3.531773821512858
5.3134217,3.543544,5.3680034,3.5314145,5.37105712890625,3.5287299950917563
5.308008,3.5429287,5.3601637,3.5280838,5.362555185953776,3.5256598949432374
5.3034687,3.5423746,5.352897,3.5219893,5.3545071919759115,3.5224265416463214
5.297075,3.541645,5.3458858,3.5157704,5.346953455607096,3.519079160690308
5.290708,3.5409002,5.34081,3.508869,5.339803886413574,3.5155004501342773
5.285262,3.5403075,5.334282,3.5051022,5.332970015207926,3.5118546962738035
5.278099,3.5394714,5.3240395,3.5068142,5.326485824584961,3.508218510945638
5.270112,3.5385509,5.313672,3.5059328,5.320334243774414,3.5045318444569906
5.2654448,3.5380359,5.307154,3.5022643,5.314420445760091,3.50103596051534
