True_X,True_Y,Pred_X,Pred_Y
15.878,2.6243765,14.220333,2.7096312
15.878,2.7262824,14.396273,3.1929343
15.878,2.7891867,14.548202,3.6745741
15.878,2.8785117,14.437701,4.191626
15.878,2.9791586,14.376975,3.9087088
15.878,3.0395453,14.500923,3.94578
15.878,3.1288702,14.5228405,4.178496
15.878,3.23329,14.599129,4.815417
15.878,3.2924216,14.474129,4.998957
15.878,3.3830054,14.359942,5.3900666
15.878,3.4836524,13.921445,3.9585288
15.878,3.5415251,13.739706,4.1226563
15.878,3.6346228,13.8481245,3.229048
15.878,3.7365286,14.066528,3.5773299
15.878,3.7918837,14.217286,3.587187
15.878,3.887499,14.383905,4.1930604
15.878,3.99066,14.489497,4.7762933
15.878,4.046019,14.521066,4.646807
15.878,4.139117,14.540226,4.8090615
15.878,4.2397637,14.718069,5.2183175
15.878,4.2963777,14.969516,5.586722
15.878,4.391993,15.0442705,5.5451493
15.878,4.49264,14.960386,5.862494
15.878,4.547995,14.860767,7.1250787
15.878,4.6436105,14.926098,6.487574
15.878,4.7442575,14.803723,7.309832
15.878,4.8008714,15.153122,7.1096635
15.878,4.8977456,15.369656,7.3393006
15.878,4.9971337,15.413567,7.001845
15.878,5.05123,15.218469,7.0623155
15.878,5.149367,15.111257,6.674792
15.878,5.248751,15.021882,7.236853
15.878,5.30411,14.9959955,7.847098
15.878,5.4022393,14.958796,7.8656754
15.878,5.5016313,15.014843,8.021528
15.878,5.5544686,15.056817,7.9332604
15.878,5.661406,14.93785,7.767691
15.878,5.753245,14.842609,8.969763
15.878,5.806086,14.89451,8.891497
15.878,5.9092507,14.684051,8.317102
15.878,5.9583154,14.869224,9.145815
15.878,6.0577035,15.1840315,9.654417
15.878,6.162127,15.341924,9.572073
15.878,6.209933,15.377033,9.51478
15.878,6.31058,15.315096,8.910856
15.878,6.4124856,15.322464,8.693251
15.878,6.465327,15.478847,8.725012
15.878,6.560942,15.217021,9.131605
15.878,6.664103,15.24462,9.422472
15.878,6.716944,15.42426,9.316755
15.878,6.8138146,15.468831,10.037153
